date,recipe_id,required_tons,required_hours,scenario_id
2020-01-27,R4,314.71,7.87,base
2020-01-27,R5,65.89,1.88,base
2020-01-28,R1,485.32,12.77,base
2020-01-28,R2,765.0,17.78,base
2020-01-28,R3,395.36,11.3,base
2020-01-28,R4,295.48,7.39,base
2020-01-28,R5,62.56,1.79,base
2020-01-29,R1,515.68,13.57,base
2020-01-29,R2,798.56,18.56,base
2020-01-29,R3,406.12,11.600000000000001,base
2020-01-29,R4,299.86,7.5,base
2020-01-29,R5,66.39,1.9,base
2020-01-30,R1,510.97,13.45,base
2020-01-30,R2,802.59,18.66,base
2020-01-30,R3,369.31,10.55,base
2020-01-30,R4,307.23,7.68,base
2020-01-30,R5,66.31,1.89,base
2020-01-31,R1,451.23,11.87,base
2020-01-31,R2,717.37,16.69,base
2020-01-31,R3,343.63,9.81,base
2020-01-31,R4,277.59,6.94,base
2020-01-31,R5,59.55,1.7,base
2020-02-01,R1,469.84,12.36,base
2020-02-01,R2,725.87,16.880000000000003,base
2020-02-01,R3,338.9,9.68,base
2020-02-01,R4,284.28,7.11,base
2020-02-01,R5,55.01,1.57,base
2020-02-02,R1,502.63,13.23,base
2020-02-02,R2,795.68,18.5,base
2020-02-02,R3,365.68,10.44,base
2020-02-02,R4,312.7,7.82,base
2020-02-02,R5,63.39,1.81,base
2020-02-03,R1,482.11,12.69,base
2020-02-03,R2,760.0,17.67,base
2020-02-03,R3,377.61,10.79,base
2020-02-03,R4,296.61,7.42,base
2020-02-03,R5,60.86,1.74,base
2020-02-04,R1,513.16,13.5,base
2020-02-04,R2,798.83,18.59,base
2020-02-04,R3,393.59000000000003,11.24,base
2020-02-04,R4,306.86,7.67,base
2020-02-04,R5,64.23,1.84,base
2020-02-05,R1,481.28,12.67,base
2020-02-05,R2,772.74,17.97,base
2020-02-05,R3,377.38,10.780000000000001,base
2020-02-05,R4,308.9,7.72,base
2020-02-05,R5,61.28,1.75,base
2020-02-06,R1,492.16,12.95,base
2020-02-06,R2,785.1500000000001,18.259999999999998,base
2020-02-06,R3,399.63,11.42,base
2020-02-06,R4,303.1,7.58,base
2020-02-06,R5,65.98,1.89,base
2020-02-07,R1,450.8,11.86,base
2020-02-07,R2,738.52,17.18,base
2020-02-07,R3,342.85,9.8,base
2020-02-07,R4,293.94,7.35,base
2020-02-07,R5,61.73,1.76,base
2020-02-08,R1,457.94,12.05,base
2020-02-08,R2,721.07,16.77,base
2020-02-08,R3,370.05,10.58,base
2020-02-08,R4,278.54,6.96,base
2020-02-08,R5,58.82,1.68,base
2020-02-09,R1,510.85,13.44,base
2020-02-09,R2,795.43,18.5,base
2020-02-09,R3,380.83000000000004,10.879999999999999,base
2020-02-09,R4,303.9,7.6,base
2020-02-09,R5,64.7,1.85,base
2020-02-10,R1,510.42,13.43,base
2020-02-10,R2,804.5899999999999,18.71,base
2020-02-10,R3,388.12,11.08,base
2020-02-10,R4,314.88,7.87,base
2020-02-10,R5,64.04,1.83,base
2020-02-11,R1,491.32,12.93,base
2020-02-11,R2,794.05,18.47,base
2020-02-11,R3,399.4,11.41,base
2020-02-11,R4,317.94,7.95,base
2020-02-11,R5,63.68,1.82,base
2020-02-12,R1,527.03,13.87,base
2020-02-12,R2,807.45,18.78,base
2020-02-12,R3,376.74,10.77,base
2020-02-12,R4,309.89,7.75,base
2020-02-12,R5,62.66,1.79,base
2020-02-13,R1,522.11,13.74,base
2020-02-13,R2,817.03,18.99,base
2020-02-13,R3,407.97,11.65,base
2020-02-13,R4,329.86,8.25,base
2020-02-13,R5,59.61,1.7,base
2020-02-14,R1,446.07,11.74,base
2020-02-14,R2,704.1899999999999,16.38,base
2020-02-14,R3,364.48,10.42,base
2020-02-14,R4,280.52,7.01,base
2020-02-14,R5,54.13,1.55,base
2020-02-15,R1,458.91,12.08,base
2020-02-15,R2,718.49,16.71,base
2020-02-15,R3,360.43,10.3,base
2020-02-15,R4,286.33,7.16,base
2020-02-15,R5,54.09,1.55,base
2020-02-16,R1,490.29,12.9,base
2020-02-16,R2,795.6,18.5,base
2020-02-16,R3,353.46000000000004,10.1,base
2020-02-16,R4,320.98,8.02,base
2020-02-16,R5,63.33,1.81,base
2020-02-17,R1,496.81,13.07,base
2020-02-17,R2,786.37,18.28,base
2020-02-17,R3,386.72,11.05,base
2020-02-17,R4,305.32,7.63,base
2020-02-17,R5,64.22,1.83,base
2020-02-18,R1,495.46,13.04,base
2020-02-18,R2,785.33,18.259999999999998,base
2020-02-18,R3,394.92,11.280000000000001,base
2020-02-18,R4,309.67,7.74,base
2020-02-18,R5,62.3,1.78,base
2020-02-19,R1,498.8,13.13,base
2020-02-19,R2,786.3199999999999,18.28,base
2020-02-19,R3,364.90999999999997,10.43,base
2020-02-19,R4,307.4,7.68,base
2020-02-19,R5,62.74,1.79,base
2020-02-20,R1,524.59,13.81,base
2020-02-20,R2,815.64,18.97,base
2020-02-20,R3,412.42999999999995,11.780000000000001,base
2020-02-20,R4,321.2,8.03,base
2020-02-20,R5,62.02,1.77,base
2020-02-21,R1,444.72,11.7,base
2020-02-21,R2,722.0600000000001,16.78,base
2020-02-21,R3,362.74,10.370000000000001,base
2020-02-21,R4,298.98,7.47,base
2020-02-21,R5,54.26,1.55,base
2020-02-22,R1,457.24,12.03,base
2020-02-22,R2,731.72,17.02,base
2020-02-22,R3,347.49,9.93,base
2020-02-22,R4,287.04,7.18,base
2020-02-22,R5,59.93,1.71,base
2020-02-23,R1,499.28,13.14,base
2020-02-23,R2,785.52,18.27,base
2020-02-23,R3,401.71000000000004,11.48,base
2020-02-23,R4,303.45,7.59,base
2020-02-23,R5,63.95,1.83,base
2020-02-24,R1,524.26,13.8,base
2020-02-24,R2,826.3199999999999,19.220000000000002,base
2020-02-24,R3,393.59000000000003,11.24,base
2020-02-24,R4,323.75,8.09,base
2020-02-24,R5,65.6,1.87,base
2020-02-25,R1,512.18,13.48,base
2020-02-25,R2,806.55,18.75,base
2020-02-25,R3,405.94,11.6,base
2020-02-25,R4,316.2,7.9,base
2020-02-25,R5,63.81,1.82,base
2020-02-26,R1,523.36,13.77,base
2020-02-26,R2,810.25,18.84,base
2020-02-26,R3,369.82,10.57,base
2020-02-26,R4,307.59,7.69,base
2020-02-26,R5,65.9,1.88,base
2020-02-27,R1,498.31,13.11,base
2020-02-27,R2,791.56,18.41,base
2020-02-27,R3,387.26,11.059999999999999,base
2020-02-27,R4,319.89,8.0,base
2020-02-27,R5,59.77,1.71,base
2020-02-28,R1,474.79,12.49,base
2020-02-28,R2,750.17,17.44,base
2020-02-28,R3,357.26,10.2,base
2020-02-28,R4,296.48,7.41,base
2020-02-28,R5,58.78,1.68,base
2020-02-29,R1,476.52,12.54,base
2020-02-29,R2,746.3,17.36,base
2020-02-29,R3,369.08000000000004,10.54,base
2020-02-29,R4,288.84,7.22,base
2020-02-29,R5,59.9,1.71,base
2020-03-01,R1,499.85,13.15,base
2020-03-01,R2,799.37,18.59,base
2020-03-01,R3,367.27,10.5,base
2020-03-01,R4,313.75,7.84,base
2020-03-01,R5,65.31,1.87,base
2020-03-02,R1,510.28,13.43,base
2020-03-02,R2,812.39,18.89,base
2020-03-02,R3,411.95,11.77,base
2020-03-02,R4,318.64,7.97,base
2020-03-02,R5,65.81,1.88,base
2020-03-03,R1,502.97,13.24,base
2020-03-03,R2,808.79,18.81,base
2020-03-03,R3,390.19000000000005,11.15,base
2020-03-03,R4,321.8,8.04,base
2020-03-03,R5,65.0,1.86,base
2020-03-04,R1,521.61,13.73,base
2020-03-04,R2,817.1500000000001,19.0,base
2020-03-04,R3,390.3,11.149999999999999,base
2020-03-04,R4,314.91,7.87,base
2020-03-04,R5,66.21,1.89,base
2020-03-05,R1,482.48,12.7,base
2020-03-05,R2,781.79,18.18,base
2020-03-05,R3,393.23,11.24,base
2020-03-05,R4,312.18,7.8,base
2020-03-05,R5,63.41,1.81,base
2020-03-06,R1,485.4,12.77,base
2020-03-06,R2,750.97,17.47,base
2020-03-06,R3,378.09000000000003,10.8,base
2020-03-06,R4,293.7,7.34,base
2020-03-06,R5,57.29,1.64,base
2020-03-07,R1,476.18,12.53,base
2020-03-07,R2,744.88,17.32,base
2020-03-07,R3,373.06,10.66,base
2020-03-07,R4,287.94,7.2,base
2020-03-07,R5,59.78,1.71,base
2020-03-08,R1,513.32,13.51,base
2020-03-08,R2,803.49,18.689999999999998,base
2020-03-08,R3,393.22,11.23,base
2020-03-08,R4,317.81,7.95,base
2020-03-08,R5,61.49,1.76,base
2020-03-09,R1,506.36,13.33,base
2020-03-09,R2,807.5899999999999,18.78,base
2020-03-09,R3,395.68,11.3,base
2020-03-09,R4,318.08,7.95,base
2020-03-09,R5,65.11,1.86,base
2020-03-10,R1,531.41,13.98,base
2020-03-10,R2,838.17,19.490000000000002,base
2020-03-10,R3,392.52,11.21,base
2020-03-10,R4,333.36,8.33,base
2020-03-10,R5,64.51,1.84,base
2020-03-11,R1,510.73,13.44,base
2020-03-11,R2,815.26,18.96,base
2020-03-11,R3,410.97,11.75,base
2020-03-11,R4,320.71,8.02,base
2020-03-11,R5,66.03,1.89,base
2020-03-12,R1,519.79,13.68,base
2020-03-12,R2,810.1,18.84,base
2020-03-12,R3,421.16999999999996,12.030000000000001,base
2020-03-12,R4,312.79,7.82,base
2020-03-12,R5,64.63,1.85,base
2020-03-13,R1,474.73,12.49,base
2020-03-13,R2,739.83,17.2,base
2020-03-13,R3,369.1,10.55,base
2020-03-13,R4,285.6,7.14,base
2020-03-13,R5,59.03,1.69,base
2020-03-14,R1,467.6,12.31,base
2020-03-14,R2,747.21,17.38,base
2020-03-14,R3,362.41999999999996,10.35,base
2020-03-14,R4,291.76,7.29,base
2020-03-14,R5,61.59,1.76,base
2020-03-15,R1,479.32,12.61,base
2020-03-15,R2,784.4300000000001,18.24,base
2020-03-15,R3,389.78,11.14,base
2020-03-15,R4,311.3,7.78,base
2020-03-15,R5,65.82,1.88,base
2020-03-16,R1,524.21,13.8,base
2020-03-16,R2,814.76,18.95,base
2020-03-16,R3,415.14,11.86,base
2020-03-16,R4,308.75,7.72,base
2020-03-16,R5,67.08,1.92,base
2020-03-17,R1,511.22,13.45,base
2020-03-17,R2,804.4100000000001,18.71,base
2020-03-17,R3,401.95,11.48,base
2020-03-17,R4,317.24,7.93,base
2020-03-17,R5,62.73,1.79,base
2020-03-18,R1,505.81,13.31,base
2020-03-18,R2,817.0699999999999,19.0,base
2020-03-18,R3,399.05,11.399999999999999,base
2020-03-18,R4,324.39,8.11,base
2020-03-18,R5,66.63,1.9,base
2020-03-19,R1,518.48,13.64,base
2020-03-19,R2,821.67,19.11,base
2020-03-19,R3,414.15999999999997,11.83,base
2020-03-19,R4,325.48,8.14,base
2020-03-19,R5,64.52,1.84,base
2020-03-20,R1,489.7,12.89,base
2020-03-20,R2,755.81,17.58,base
2020-03-20,R3,380.69,10.879999999999999,base
2020-03-20,R4,290.67,7.27,base
2020-03-20,R5,59.43,1.7,base
2020-03-21,R1,468.93,12.34,base
2020-03-21,R2,733.71,17.07,base
2020-03-21,R3,360.51,10.3,base
2020-03-21,R4,286.27,7.16,base
2020-03-21,R5,57.78,1.65,base
2020-03-22,R1,526.33,13.85,base
2020-03-22,R2,816.9100000000001,19.0,base
2020-03-22,R3,402.20000000000005,11.49,base
2020-03-22,R4,316.72,7.92,base
2020-03-22,R5,63.99,1.83,base
2020-03-23,R1,529.67,13.94,base
2020-03-23,R2,808.97,18.810000000000002,base
2020-03-23,R3,391.23,11.18,base
2020-03-23,R4,305.46,7.64,base
2020-03-23,R5,64.46,1.84,base
2020-03-24,R1,507.46,13.35,base
2020-03-24,R2,822.5699999999999,19.13,base
2020-03-24,R3,399.51,11.42,base
2020-03-24,R4,330.78,8.27,base
2020-03-24,R5,65.77,1.88,base
2020-03-25,R1,529.96,13.95,base
2020-03-25,R2,829.69,19.3,base
2020-03-25,R3,403.78999999999996,11.54,base
2020-03-25,R4,326.8,8.17,base
2020-03-25,R5,64.11,1.83,base
2020-03-26,R1,544.26,14.32,base
2020-03-26,R2,824.4599999999999,19.169999999999998,base
2020-03-26,R3,397.73,11.36,base
2020-03-26,R4,313.64,7.84,base
2020-03-26,R5,63.42,1.81,base
2020-03-27,R1,480.38,12.64,base
2020-03-27,R2,741.75,17.25,base
2020-03-27,R3,367.01,10.489999999999998,base
2020-03-27,R4,288.86,7.22,base
2020-03-27,R5,56.84,1.62,base
2020-03-28,R1,472.34,12.43,base
2020-03-28,R2,736.65,17.13,base
2020-03-28,R3,379.92,10.86,base
2020-03-28,R4,283.44,7.09,base
2020-03-28,R5,59.28,1.69,base
2020-03-29,R1,539.86,14.21,base
2020-03-29,R2,840.65,19.55,base
2020-03-29,R3,403.76,11.530000000000001,base
2020-03-29,R4,334.76,8.37,base
2020-03-29,R5,62.56,1.79,base
2020-03-30,R1,510.94,13.45,base
2020-03-30,R2,813.25,18.91,base
2020-03-30,R3,404.32,11.55,base
2020-03-30,R4,317.18,7.93,base
2020-03-30,R5,66.62,1.9,base
2020-03-31,R1,509.75,13.41,base
2020-03-31,R2,812.8,18.900000000000002,base
2020-03-31,R3,396.72,11.33,base
2020-03-31,R4,321.58,8.04,base
2020-03-31,R5,64.88,1.85,base
2020-04-01,R1,517.28,13.61,base
2020-04-01,R2,814.3399999999999,18.94,base
2020-04-01,R3,404.69,11.559999999999999,base
2020-04-01,R4,322.03,8.05,base
2020-04-01,R5,63.19,1.81,base
2020-04-02,R1,519.19,13.66,base
2020-04-02,R2,799.9,18.6,base
2020-04-02,R3,396.64,11.33,base
2020-04-02,R4,302.46,7.56,base
2020-04-02,R5,64.85,1.85,base
2020-04-03,R1,468.75,12.34,base
2020-04-03,R2,738.44,17.17,base
2020-04-03,R3,364.34000000000003,10.41,base
2020-04-03,R4,286.14,7.15,base
2020-04-03,R5,59.91,1.71,base
2020-04-04,R1,462.19,12.16,base
2020-04-04,R2,760.98,17.7,base
2020-04-04,R3,374.78,10.71,base
2020-04-04,R4,306.19,7.65,base
2020-04-04,R5,62.86,1.8,base
2020-04-05,R1,518.2,13.64,base
2020-04-05,R2,813.1899999999999,18.91,base
2020-04-05,R3,387.57,11.07,base
2020-04-05,R4,313.03,7.83,base
2020-04-05,R5,66.3,1.89,base
2020-04-06,R1,509.75,13.41,base
2020-04-06,R2,787.6199999999999,18.310000000000002,base
2020-04-06,R3,386.33000000000004,11.04,base
2020-04-06,R4,300.34,7.51,base
2020-04-06,R5,63.19,1.81,base
2020-04-07,R1,526.67,13.86,base
2020-04-07,R2,832.08,19.36,base
2020-04-07,R3,398.73,11.39,base
2020-04-07,R4,327.14,8.18,base
2020-04-07,R5,65.93,1.88,base
2020-04-08,R1,514.06,13.53,base
2020-04-08,R2,814.27,18.93,base
2020-04-08,R3,406.18,11.6,base
2020-04-08,R4,323.44,8.09,base
2020-04-08,R5,63.48,1.81,base
2020-04-09,R1,542.83,14.29,base
2020-04-09,R2,835.53,19.43,base
2020-04-09,R3,409.71,11.7,base
2020-04-09,R4,323.81,8.1,base
2020-04-09,R5,64.21,1.83,base
2020-04-10,R1,463.66,12.2,base
2020-04-10,R2,731.84,17.03,base
2020-04-10,R3,358.51,10.25,base
2020-04-10,R4,293.06,7.33,base
2020-04-10,R5,55.57,1.59,base
2020-04-11,R1,460.27,12.11,base
2020-04-11,R2,746.45,17.36,base
2020-04-11,R3,377.35,10.78,base
2020-04-11,R4,299.74,7.49,base
2020-04-11,R5,59.95,1.71,base
2020-04-12,R1,499.78,13.15,base
2020-04-12,R2,814.98,18.95,base
2020-04-12,R3,425.84,12.17,base
2020-04-12,R4,335.07,8.38,base
2020-04-12,R5,62.88,1.8,base
2020-04-13,R1,517.09,13.61,base
2020-04-13,R2,828.98,19.28,base
2020-04-13,R3,396.53999999999996,11.33,base
2020-04-13,R4,329.83,8.25,base
2020-04-13,R5,66.18,1.89,base
2020-04-14,R1,511.67,13.46,base
2020-04-14,R2,805.95,18.74,base
2020-04-14,R3,375.48,10.73,base
2020-04-14,R4,319.3,7.98,base
2020-04-14,R5,62.37,1.78,base
2020-04-15,R1,549.82,14.47,base
2020-04-15,R2,849.89,19.759999999999998,base
2020-04-15,R3,394.42999999999995,11.27,base
2020-04-15,R4,328.5,8.21,base
2020-04-15,R5,66.36,1.9,base
2020-04-16,R1,504.94,13.29,base
2020-04-16,R2,813.77,18.93,base
2020-04-16,R3,401.01,11.45,base
2020-04-16,R4,325.34,8.13,base
2020-04-16,R5,65.06,1.86,base
2020-04-17,R1,473.91,12.47,base
2020-04-17,R2,746.23,17.36,base
2020-04-17,R3,373.61,10.67,base
2020-04-17,R4,296.09,7.4,base
2020-04-17,R5,57.52,1.64,base
2020-04-18,R1,459.92,12.1,base
2020-04-18,R2,738.26,17.17,base
2020-04-18,R3,368.96000000000004,10.54,base
2020-04-18,R4,288.4,7.21,base
2020-04-18,R5,61.39,1.75,base
2020-04-19,R1,514.6,13.54,base
2020-04-19,R2,812.99,18.91,base
2020-04-19,R3,389.49,11.129999999999999,base
2020-04-19,R4,313.56,7.84,base
2020-04-19,R5,67.01,1.91,base
2020-04-20,R1,497.38,13.09,base
2020-04-20,R2,804.02,18.7,base
2020-04-20,R3,392.64,11.219999999999999,base
2020-04-20,R4,315.2,7.88,base
2020-04-20,R5,67.39,1.93,base
2020-04-21,R1,522.05,13.74,base
2020-04-21,R2,805.22,18.72,base
2020-04-21,R3,417.89,11.940000000000001,base
2020-04-21,R4,313.1,7.83,base
2020-04-21,R5,61.75,1.76,base
2020-04-22,R1,503.95,13.26,base
2020-04-22,R2,811.0699999999999,18.86,base
2020-04-22,R3,417.21000000000004,11.92,base
2020-04-22,R4,312.32,7.81,base
2020-04-22,R5,69.77,1.99,base
2020-04-23,R1,515.92,13.58,base
2020-04-23,R2,806.61,18.759999999999998,base
2020-04-23,R3,397.65,11.370000000000001,base
2020-04-23,R4,306.58,7.66,base
2020-04-23,R5,66.89,1.91,base
2020-04-24,R1,564.8,14.86,base
2020-04-24,R2,1110.1100000000001,25.82,base
2020-04-24,R3,489.56,13.99,base
2020-04-24,R4,389.38,9.73,base
2020-04-24,R5,71.63,2.05,base
2020-04-25,R1,572.82,15.07,base
2020-04-25,R2,1105.11,25.700000000000003,base
2020-04-25,R3,522.11,14.92,base
2020-04-25,R4,378.8,9.47,base
2020-04-25,R5,71.01,2.03,base
2020-04-26,R1,608.63,16.02,base
2020-04-26,R2,1196.02,27.810000000000002,base
2020-04-26,R3,543.72,15.54,base
2020-04-26,R4,421.58,10.54,base
2020-04-26,R5,76.41,2.18,base
2020-04-27,R1,603.87,15.89,base
2020-04-27,R2,1218.81,28.35,base
2020-04-27,R3,545.71,15.59,base
2020-04-27,R4,444.94,11.12,base
2020-04-27,R5,77.74,2.22,base
2020-04-28,R1,584.14,15.37,base
2020-04-28,R2,1189.84,27.66,base
2020-04-28,R3,530.29,15.149999999999999,base
2020-04-28,R4,437.87,10.95,base
2020-04-28,R5,76.4,2.18,base
2020-04-29,R1,606.4,15.96,base
2020-04-29,R2,1186.66,27.6,base
2020-04-29,R3,556.5999999999999,15.900000000000002,base
2020-04-29,R4,425.17,10.63,base
2020-04-29,R5,72.55,2.07,base
2020-04-30,R1,584.74,15.39,base
2020-04-30,R2,1175.32,27.330000000000002,base
2020-04-30,R3,565.54,16.16,base
2020-04-30,R4,422.81,10.57,base
2020-04-30,R5,76.4,2.18,base
2020-05-01,R1,566.16,14.9,base
2020-05-01,R2,1120.12,26.04,base
2020-05-01,R3,466.38,13.33,base
2020-05-01,R4,403.12,10.08,base
2020-05-01,R5,69.87,2.0,base
2020-05-02,R1,549.32,14.46,base
2020-05-02,R2,1103.32,25.66,base
2020-05-02,R3,498.05,14.23,base
2020-05-02,R4,396.68,9.92,base
2020-05-02,R5,71.66,2.05,base
2020-05-03,R1,596.81,15.71,base
2020-05-03,R2,1196.0,27.81,base
2020-05-03,R3,539.99,15.43,base
2020-05-03,R4,424.46,10.61,base
2020-05-03,R5,79.21,2.26,base
2020-05-04,R1,576.98,15.18,base
2020-05-04,R2,1191.78,27.71,base
2020-05-04,R3,575.55,16.439999999999998,base
2020-05-04,R4,439.46,10.99,base
2020-05-04,R5,78.84,2.25,base
2020-05-05,R1,597.83,15.73,base
2020-05-05,R2,1196.8600000000001,27.84,base
2020-05-05,R3,540.31,15.44,base
2020-05-05,R4,427.27,10.68,base
2020-05-05,R5,78.18,2.23,base
2020-05-06,R1,617.37,16.25,base
2020-05-06,R2,1197.1,27.84,base
2020-05-06,R3,490.42999999999995,14.010000000000002,base
2020-05-06,R4,419.72,10.49,base
2020-05-06,R5,74.61,2.13,base
2020-05-07,R1,589.71,15.52,base
2020-05-07,R2,1192.61,27.73,base
2020-05-07,R3,527.9,15.08,base
2020-05-07,R4,418.5,10.46,base
2020-05-07,R5,82.41,2.35,base
2020-05-08,R1,558.58,14.7,base
2020-05-08,R2,1084.98,25.23,base
2020-05-08,R3,509.68,14.56,base
2020-05-08,R4,383.57,9.59,base
2020-05-08,R5,66.82,1.91,base
2020-05-09,R1,557.58,14.67,base
2020-05-09,R2,1089.61,25.35,base
2020-05-09,R3,489.0,13.969999999999999,base
2020-05-09,R4,377.38,9.43,base
2020-05-09,R5,70.96,2.03,base
2020-05-10,R1,587.77,15.47,base
2020-05-10,R2,1182.75,27.5,base
2020-05-10,R3,538.76,15.4,base
2020-05-10,R4,442.1,11.05,base
2020-05-10,R5,71.23,2.04,base
2020-05-11,R1,586.98,15.45,base
2020-05-11,R2,1151.84,26.78,base
2020-05-11,R3,558.31,15.95,base
2020-05-11,R4,408.2,10.2,base
2020-05-11,R5,72.54,2.07,base
2020-05-12,R1,607.07,15.98,base
2020-05-12,R2,1191.21,27.7,base
2020-05-12,R3,528.35,15.1,base
2020-05-12,R4,433.05,10.83,base
2020-05-12,R5,71.16,2.03,base
2020-05-13,R1,600.19,15.79,base
2020-05-13,R2,1192.83,27.75,base
2020-05-13,R3,516.76,14.77,base
2020-05-13,R4,432.4,10.81,base
2020-05-13,R5,74.19,2.12,base
2020-05-14,R1,569.9,15.0,base
2020-05-14,R2,1174.88,27.32,base
2020-05-14,R3,499.9,14.28,base
2020-05-14,R4,440.03,11.0,base
2020-05-14,R5,74.96,2.14,base
2020-05-15,R1,542.12,14.27,base
2020-05-15,R2,1074.87,24.990000000000002,base
2020-05-15,R3,483.49,13.82,base
