date,mill_id,scheduled_hours,available_hours,is_maintenance,overload_hours,utilization_pct
2020-01-22,M2,19.0,20.0,False,-1.0,95.0
2020-01-22,M3,17.0,18.0,False,-1.0,94.44
2020-01-23,M1,19.0,20.0,False,-1.0,95.0
2020-01-23,M2,19.0,20.0,False,-1.0,95.0
2020-01-23,M3,17.0,18.0,False,-1.0,94.44
2020-01-24,M1,13.5,14.0,False,-0.5,96.43
2020-01-24,M2,13.5,14.0,False,-0.5,96.43
2020-01-24,M3,12.1,12.6,False,-0.5,96.03
2020-01-25,M1,13.5,14.0,False,-0.5,96.43
2020-01-25,M2,13.5,14.0,False,-0.5,96.43
2020-01-25,M3,12.100000000000001,12.6,False,-0.4999999999999982,96.03
2020-01-26,M1,19.0,20.0,False,-1.0,95.0
2020-01-26,M2,19.0,20.0,False,-1.0,95.0
2020-01-26,M3,17.0,18.0,False,-1.0,94.44
2020-01-27,M1,19.0,20.0,False,-1.0,95.0
2020-01-27,M2,19.0,20.0,False,-1.0,95.0
2020-01-27,M3,17.009999999999998,18.0,False,-0.990000000000002,94.5
2020-01-28,M1,19.0,20.0,False,-1.0,95.0
2020-01-28,M2,19.0,20.0,False,-1.0,95.0
2020-01-28,M3,17.0,18.0,False,-1.0,94.44
2020-01-29,M1,19.01,20.0,False,-0.9899999999999984,95.05
2020-01-29,M2,19.0,20.0,False,-1.0,95.0
2020-01-29,M3,17.0,18.0,False,-1.0,94.44
2020-01-30,M1,19.009999999999998,20.0,False,-0.990000000000002,95.05
2020-01-30,M2,19.01,20.0,False,-0.9899999999999984,95.05
2020-01-30,M3,17.0,18.0,False,-1.0,94.44
2020-01-31,M1,13.5,14.0,False,-0.5,96.43
2020-01-31,M2,13.5,14.0,False,-0.5,96.43
2020-01-31,M3,12.1,12.6,False,-0.5,96.03
2020-02-01,M1,13.5,14.0,False,-0.5,96.43
2020-02-01,M2,13.5,14.0,False,-0.5,96.43
2020-02-01,M3,12.1,12.6,False,-0.5,96.03
2020-02-02,M1,19.0,20.0,False,-1.0,95.0
2020-02-02,M2,19.009999999999998,20.0,False,-0.990000000000002,95.05
2020-02-02,M3,16.99,18.0,False,-1.0100000000000016,94.39
2020-02-03,M1,19.009999999999998,20.0,False,-0.990000000000002,95.05
2020-02-03,M2,19.0,20.0,False,-1.0,95.0
2020-02-03,M3,17.0,18.0,False,-1.0,94.44
2020-02-04,M1,19.0,20.0,False,-1.0,95.0
2020-02-04,M2,19.0,20.0,False,-1.0,95.0
2020-02-04,M3,17.0,18.0,False,-1.0,94.44
2020-02-05,M1,19.0,20.0,False,-1.0,95.0
2020-02-05,M2,19.0,20.0,False,-1.0,95.0
2020-02-05,M3,17.0,18.0,False,-1.0,94.44
2020-02-06,M1,19.0,20.0,False,-1.0,95.0
2020-02-06,M2,19.0,20.0,False,-1.0,95.0
2020-02-06,M3,17.0,18.0,False,-1.0,94.44
2020-02-07,M1,13.5,14.0,False,-0.5,96.43
2020-02-07,M2,13.5,14.0,False,-0.5,96.43
2020-02-07,M3,12.1,12.6,False,-0.5,96.03
2020-02-08,M1,13.5,14.0,False,-0.5,96.43
2020-02-08,M2,13.5,14.0,False,-0.5,96.43
2020-02-08,M3,12.100000000000001,12.6,False,-0.4999999999999982,96.03
2020-02-09,M1,19.0,20.0,False,-1.0,95.0
2020-02-09,M2,19.0,20.0,False,-1.0,95.0
2020-02-09,M3,17.0,18.0,False,-1.0,94.44
2020-02-10,M1,19.0,20.0,False,-1.0,95.0
2020-02-10,M2,19.01,20.0,False,-0.9899999999999984,95.05
2020-02-10,M3,17.0,18.0,False,-1.0,94.44
2020-02-11,M1,19.0,20.0,False,-1.0,95.0
2020-02-11,M2,19.0,20.0,False,-1.0,95.0
2020-02-11,M3,17.0,18.0,False,-1.0,94.44
2020-02-12,M1,19.0,20.0,False,-1.0,95.0
2020-02-12,M2,19.0,20.0,False,-1.0,95.0
2020-02-12,M3,16.99,18.0,False,-1.0100000000000016,94.39
2020-02-13,M1,18.99,20.0,False,-1.0100000000000016,94.95
2020-02-13,M2,19.0,20.0,False,-1.0,95.0
2020-02-13,M3,17.0,18.0,False,-1.0,94.44
2020-02-14,M1,13.5,14.0,False,-0.5,96.43
2020-02-14,M3,12.100000000000001,12.6,False,-0.4999999999999982,96.03
2020-02-15,M1,13.5,14.0,False,-0.5,96.43
2020-02-15,M2,13.5,14.0,False,-0.5,96.43
2020-02-15,M3,12.1,12.6,False,-0.5,96.03
2020-02-16,M1,19.009999999999998,20.0,False,-0.990000000000002,95.05
2020-02-16,M2,18.99,20.0,False,-1.0100000000000016,94.95
2020-02-16,M3,17.0,18.0,False,-1.0,94.44
2020-02-17,M1,19.0,20.0,False,-1.0,95.0
2020-02-17,M2,19.009999999999998,20.0,False,-0.990000000000002,95.05
2020-02-17,M3,17.31,18.0,False,-0.6900000000000013,96.17
2020-02-18,M1,18.99,20.0,False,-1.0100000000000016,94.95
2020-02-18,M2,19.0,20.0,False,-1.0,95.0
2020-02-18,M3,17.01,18.0,False,-0.9899999999999984,94.5
2020-02-19,M1,19.0,20.0,False,-1.0,95.0
2020-02-19,M2,19.27,20.0,False,-0.7300000000000004,96.35
2020-02-19,M3,17.48,18.0,False,-0.5199999999999996,97.11
2020-02-20,M1,18.990000000000002,20.0,False,-1.009999999999998,94.95
2020-02-20,M2,19.0,20.0,False,-1.0,95.0
2020-02-20,M3,17.0,18.0,False,-1.0,94.44
2020-02-21,M1,13.5,14.0,False,-0.5,96.43
2020-02-21,M2,13.5,14.0,False,-0.5,96.43
2020-02-21,M3,12.1,12.6,False,-0.5,96.03
2020-02-22,M1,13.5,14.0,False,-0.5,96.43
2020-02-22,M2,13.5,14.0,False,-0.5,96.43
2020-02-22,M3,12.1,12.6,False,-0.5,96.03
2020-02-23,M1,19.009999999999998,20.0,False,-0.990000000000002,95.05
2020-02-23,M2,19.0,20.0,False,-1.0,95.0
2020-02-23,M3,17.14,18.0,False,-0.8599999999999994,95.22
2020-02-24,M1,19.0,20.0,False,-1.0,95.0
2020-02-24,M2,19.0,20.0,False,-1.0,95.0
2020-02-24,M3,17.0,18.0,False,-1.0,94.44
2020-02-25,M1,19.0,20.0,False,-1.0,95.0
2020-02-25,M2,19.0,20.0,False,-1.0,95.0
2020-02-25,M3,17.15,18.0,False,-0.8500000000000014,95.28
2020-02-26,M1,19.009999999999998,20.0,False,-0.990000000000002,95.05
2020-02-26,M2,19.0,20.0,False,-1.0,95.0
2020-02-26,M3,17.02,18.0,False,-0.9800000000000004,94.56
2020-02-27,M1,19.0,20.0,False,-1.0,95.0
2020-02-27,M2,19.14,20.0,False,-0.8599999999999994,95.7
2020-02-27,M3,17.37,18.0,False,-0.629999999999999,96.5
2020-02-28,M1,13.5,14.0,False,-0.5,96.43
2020-02-28,M2,13.5,14.0,False,-0.5,96.43
2020-02-28,M3,12.100000000000001,12.6,False,-0.4999999999999982,96.03
2020-02-29,M1,13.5,14.0,False,-0.5,96.43
2020-02-29,M2,13.5,14.0,False,-0.5,96.43
2020-02-29,M3,12.1,12.6,False,-0.5,96.03
2020-03-01,M1,18.990000000000002,20.0,False,-1.009999999999998,94.95
2020-03-01,M2,19.5,20.0,False,-0.5,97.5
2020-03-01,M3,17.5,18.0,False,-0.5,97.22
2020-03-02,M1,19.0,20.0,False,-1.0,95.0
2020-03-02,M2,19.0,20.0,False,-1.0,95.0
2020-03-02,M3,17.13,18.0,False,-0.870000000000001,95.17
2020-03-03,M1,19.0,20.0,False,-1.0,95.0
2020-03-03,M2,19.5,20.0,False,-0.5,97.5
2020-03-03,M3,17.5,18.0,False,-0.5,97.22
2020-03-04,M1,19.0,20.0,False,-1.0,95.0
2020-03-04,M3,17.009999999999998,18.0,False,-0.990000000000002,94.5
2020-03-05,M1,19.009999999999998,20.0,False,-0.990000000000002,95.05
2020-03-05,M2,19.0,20.0,False,-1.0,95.0
2020-03-06,M1,13.5,14.0,False,-0.5,96.43
2020-03-06,M2,13.5,14.0,False,-0.5,96.43
2020-03-07,M1,13.5,14.0,False,-0.5,96.43
2020-03-07,M2,13.5,14.0,False,-0.5,96.43
2020-03-07,M3,12.1,12.6,False,-0.5,96.03
2020-03-08,M1,19.0,20.0,False,-1.0,95.0
2020-03-08,M2,19.0,20.0,False,-1.0,95.0
2020-03-09,M1,19.0,20.0,False,-1.0,95.0
2020-03-09,M2,19.33,20.0,False,-0.6700000000000017,96.65
2020-03-09,M3,17.5,18.0,False,-0.5,97.22
2020-03-10,M1,18.99,20.0,False,-1.0100000000000016,94.95
2020-03-10,M2,19.5,20.0,False,-0.5,97.5
2020-03-10,M3,17.5,18.0,False,-0.5,97.22
2020-03-11,M1,19.0,20.0,False,-1.0,95.0
2020-03-11,M2,19.5,20.0,False,-0.5,97.5
2020-03-11,M3,17.5,18.0,False,-0.5,97.22
2020-03-12,M1,19.0,20.0,False,-1.0,95.0
2020-03-12,M2,19.5,20.0,False,-0.5,97.5
2020-03-12,M3,17.5,18.0,False,-0.5,97.22
2020-03-13,M1,13.5,14.0,False,-0.5,96.43
2020-03-13,M2,13.5,14.0,False,-0.5,96.43
2020-03-13,M3,12.1,12.6,False,-0.5,96.03
2020-03-14,M1,13.5,14.0,False,-0.5,96.43
2020-03-14,M2,13.5,14.0,False,-0.5,96.43
2020-03-14,M3,12.1,12.6,False,-0.5,96.03
2020-03-15,M1,19.0,20.0,False,-1.0,95.0
2020-03-15,M2,19.0,20.0,False,-1.0,95.0
2020-03-15,M3,17.0,18.0,False,-1.0,94.44
2020-03-16,M1,19.0,20.0,False,-1.0,95.0
2020-03-16,M2,19.5,20.0,False,-0.5,97.5
2020-03-16,M3,17.5,18.0,False,-0.5,97.22
2020-03-17,M1,19.0,20.0,False,-1.0,95.0
2020-03-17,M2,19.0,20.0,False,-1.0,95.0
2020-03-17,M3,17.16,18.0,False,-0.8399999999999999,95.33
2020-03-18,M1,19.0,20.0,False,-1.0,95.0
2020-03-18,M2,19.08,20.0,False,-0.9200000000000017,95.4
2020-03-18,M3,17.35,18.0,False,-0.6499999999999986,96.39
2020-03-19,M1,19.0,20.0,False,-1.0,95.0
2020-03-19,M2,19.0,20.0,False,-1.0,95.0
2020-03-19,M3,17.0,18.0,False,-1.0,94.44
2020-03-20,M1,13.5,14.0,False,-0.5,96.43
2020-03-20,M2,13.5,14.0,False,-0.5,96.43
2020-03-20,M3,12.1,12.6,False,-0.5,96.03
2020-03-21,M1,13.5,14.0,False,-0.5,96.43
2020-03-21,M2,13.5,14.0,False,-0.5,96.43
2020-03-21,M3,12.100000000000001,12.6,False,-0.4999999999999982,96.03
2020-03-22,M1,19.0,20.0,False,-1.0,95.0
2020-03-22,M2,19.259999999999998,20.0,False,-0.740000000000002,96.3
2020-03-22,M3,17.49,18.0,False,-0.5100000000000016,97.17
2020-03-23,M1,19.0,20.0,False,-1.0,95.0
2020-03-23,M2,19.0,20.0,False,-1.0,95.0
2020-03-23,M3,17.09,18.0,False,-0.9100000000000001,94.94
2020-03-24,M1,19.0,20.0,False,-1.0,95.0
2020-03-24,M2,19.0,20.0,False,-1.0,95.0
2020-03-24,M3,17.240000000000002,18.0,False,-0.759999999999998,95.78
2020-03-25,M1,19.0,20.0,False,-1.0,95.0
2020-03-25,M3,17.0,18.0,False,-1.0,94.44
2020-03-26,M1,19.0,20.0,False,-1.0,95.0
2020-03-26,M2,19.5,20.0,False,-0.5,97.5
2020-03-26,M3,17.5,18.0,False,-0.5,97.22
2020-03-27,M1,13.5,14.0,False,-0.5,96.43
2020-03-27,M2,13.5,14.0,False,-0.5,96.43
2020-03-27,M3,12.1,12.6,False,-0.5,96.03
2020-03-28,M1,13.5,14.0,False,-0.5,96.43
2020-03-28,M2,13.5,14.0,False,-0.5,96.43
2020-03-28,M3,12.1,12.6,False,-0.5,96.03
2020-03-29,M1,19.0,20.0,False,-1.0,95.0
2020-03-29,M2,19.5,20.0,False,-0.5,97.5
2020-03-29,M3,17.5,18.0,False,-0.5,97.22
2020-03-30,M1,19.0,20.0,False,-1.0,95.0
2020-03-30,M2,19.5,20.0,False,-0.5,97.5
2020-03-30,M3,17.5,18.0,False,-0.5,97.22
2020-03-31,M1,19.0,20.0,False,-1.0,95.0
2020-03-31,M2,18.99,20.0,False,-1.0100000000000016,94.95
2020-03-31,M3,17.18,18.0,False,-0.8200000000000003,95.44
2020-04-01,M1,19.0,20.0,False,-1.0,95.0
2020-04-01,M2,19.5,20.0,False,-0.5,97.5
2020-04-01,M3,17.5,18.0,False,-0.5,97.22
2020-04-02,M2,19.5,20.0,False,-0.5,97.5
2020-04-02,M3,17.5,18.0,False,-0.5,97.22
2020-04-03,M1,13.5,14.0,False,-0.5,96.43
2020-04-03,M3,12.1,12.6,False,-0.5,96.03
2020-04-04,M1,13.5,14.0,False,-0.5,96.43
2020-04-04,M2,13.5,14.0,False,-0.5,96.43
2020-04-04,M3,12.1,12.6,False,-0.5,96.03
2020-04-05,M1,19.0,20.0,False,-1.0,95.0
2020-04-05,M2,19.5,20.0,False,-0.5,97.5
2020-04-05,M3,17.5,18.0,False,-0.5,97.22
2020-04-06,M1,19.0,20.0,False,-1.0,95.0
2020-04-06,M2,19.2,20.0,False,-0.8000000000000007,96.0
2020-04-06,M3,17.39,18.0,False,-0.6099999999999994,96.61
2020-04-07,M1,19.0,20.0,False,-1.0,95.0
2020-04-07,M2,19.5,20.0,False,-0.5,97.5
2020-04-08,M1,19.0,20.0,False,-1.0,95.0
2020-04-08,M2,19.0,20.0,False,-1.0,95.0
2020-04-08,M3,17.0,18.0,False,-1.0,94.44
2020-04-09,M1,19.0,20.0,False,-1.0,95.0
2020-04-09,M2,19.0,20.0,False,-1.0,95.0
2020-04-09,M3,16.99,18.0,False,-1.0100000000000016,94.39
2020-04-10,M1,13.5,14.0,False,-0.5,96.43
2020-04-10,M2,13.5,14.0,False,-0.5,96.43
2020-04-10,M3,12.1,12.6,False,-0.5,96.03
2020-04-11,M1,13.5,14.0,False,-0.5,96.43
2020-04-11,M2,13.5,14.0,False,-0.5,96.43
2020-04-11,M3,12.1,12.6,False,-0.5,96.03
2020-04-12,M1,18.99,20.0,False,-1.0100000000000016,94.95
2020-04-12,M2,19.36,20.0,False,-0.6400000000000006,96.8
2020-04-12,M3,17.5,18.0,False,-0.5,97.22
2020-04-13,M1,19.0,20.0,False,-1.0,95.0
2020-04-13,M2,19.0,20.0,False,-1.0,95.0
2020-04-13,M3,17.25,18.0,False,-0.75,95.83
2020-04-14,M1,18.99,20.0,False,-1.0100000000000016,94.95
2020-04-14,M3,17.0,18.0,False,-1.0,94.44
2020-04-15,M1,19.0,20.0,False,-1.0,95.0
2020-04-15,M2,19.41,20.0,False,-0.5899999999999999,97.05
2020-04-15,M3,17.5,18.0,False,-0.5,97.22
2020-04-16,M1,19.0,20.0,False,-1.0,95.0
2020-04-16,M2,18.99,20.0,False,-1.0100000000000016,94.95
2020-04-16,M3,17.0,18.0,False,-1.0,94.44
2020-04-17,M1,13.5,14.0,False,-0.5,96.43
2020-04-17,M2,13.5,14.0,False,-0.5,96.43
2020-04-17,M3,12.1,12.6,False,-0.5,96.03
2020-04-18,M1,13.5,14.0,False,-0.5,96.43
2020-04-18,M2,13.5,14.0,False,-0.5,96.43
2020-04-18,M3,12.1,12.6,False,-0.5,96.03
2020-04-19,M1,19.0,20.0,False,-1.0,95.0
2020-04-19,M2,19.1,20.0,False,-0.8999999999999986,95.5
2020-04-19,M3,17.330000000000002,18.0,False,-0.6699999999999982,96.28
2020-04-20,M1,18.990000000000002,20.0,False,-1.009999999999998,94.95
2020-04-20,M2,19.04,20.0,False,-0.9600000000000009,95.2
2020-04-20,M3,17.24,18.0,False,-0.7600000000000016,95.78
2020-04-21,M1,19.0,20.0,False,-1.0,95.0
2020-04-21,M2,19.5,20.0,False,-0.5,97.5
2020-04-21,M3,17.5,18.0,False,-0.5,97.22
2020-04-22,M1,18.990000000000002,20.0,False,-1.009999999999998,94.95
2020-04-22,M2,19.5,20.0,False,-0.5,97.5
2020-04-22,M3,17.5,18.0,False,-0.5,97.22
2020-04-23,M1,19.0,20.0,False,-1.0,95.0
2020-04-23,M2,19.0,20.0,False,-1.0,95.0
2020-04-23,M3,17.07,18.0,False,-0.9299999999999997,94.83
2020-04-24,M1,14.0,14.0,False,0.0,100.0
2020-04-24,M2,14.0,14.0,False,0.0,100.0
2020-04-24,M3,12.6,12.6,False,0.0,100.0
2020-04-25,M1,14.0,14.0,False,0.0,100.0
2020-04-25,M2,14.0,14.0,False,0.0,100.0
2020-04-25,M3,12.6,12.6,False,0.0,100.0
2020-04-26,M1,20.0,20.0,False,0.0,100.0
2020-04-26,M2,20.0,20.0,False,0.0,100.0
2020-04-26,M3,18.0,18.0,False,0.0,100.0
2020-04-27,M1,20.0,20.0,False,0.0,100.0
2020-04-27,M2,20.0,20.0,False,0.0,100.0
2020-04-27,M3,18.0,18.0,False,0.0,100.0
2020-04-28,M1,20.0,20.0,False,0.0,100.0
2020-04-28,M2,20.0,20.0,False,0.0,100.0
2020-04-28,M3,18.0,18.0,False,0.0,100.0
2020-04-29,M1,20.0,20.0,False,0.0,100.0
2020-04-29,M2,20.0,20.0,False,0.0,100.0
2020-04-29,M3,18.0,18.0,False,0.0,100.0
2020-04-30,M1,20.0,20.0,False,0.0,100.0
2020-04-30,M2,20.0,20.0,False,0.0,100.0
2020-04-30,M3,18.0,18.0,False,0.0,100.0
2020-05-01,M1,14.0,14.0,False,0.0,100.0
2020-05-01,M2,14.0,14.0,False,0.0,100.0
2020-05-01,M3,12.6,12.6,False,0.0,100.0
2020-05-02,M1,14.0,14.0,False,0.0,100.0
2020-05-02,M2,14.0,14.0,False,0.0,100.0
2020-05-02,M3,12.6,12.6,False,0.0,100.0
2020-05-03,M1,20.0,20.0,False,0.0,100.0
2020-05-03,M2,20.0,20.0,False,0.0,100.0
2020-05-03,M3,18.0,18.0,False,0.0,100.0
2020-05-04,M1,20.0,20.0,False,0.0,100.0
2020-05-04,M2,20.0,20.0,False,0.0,100.0
2020-05-04,M3,18.0,18.0,False,0.0,100.0
2020-05-05,M1,20.0,20.0,False,0.0,100.0
2020-05-05,M2,20.0,20.0,False,0.0,100.0
2020-05-05,M3,18.0,18.0,False,0.0,100.0
2020-05-06,M2,20.0,20.0,False,0.0,100.0
2020-05-06,M3,18.0,18.0,False,0.0,100.0
2020-05-07,M1,20.0,20.0,False,0.0,100.0
2020-05-07,M2,20.0,20.0,False,0.0,100.0
2020-05-07,M3,18.0,18.0,False,0.0,100.0
2020-05-08,M1,14.0,14.0,False,0.0,100.0
2020-05-08,M2,14.0,14.0,False,0.0,100.0
2020-05-08,M3,12.6,12.6,False,0.0,100.0
2020-05-09,M1,14.0,14.0,False,0.0,100.0
2020-05-09,M2,14.0,14.0,False,0.0,100.0
2020-05-09,M3,12.6,12.6,False,0.0,100.0
2020-05-10,M1,20.0,20.0,False,0.0,100.0
2020-05-10,M2,20.0,20.0,False,0.0,100.0
2020-05-11,M1,20.0,20.0,False,0.0,100.0
2020-05-11,M2,20.0,20.0,False,0.0,100.0
2020-05-11,M3,18.0,18.0,False,0.0,100.0
2020-05-12,M2,20.0,20.0,False,0.0,100.0
2020-05-12,M3,18.0,18.0,False,0.0,100.0
2020-05-13,M1,20.0,20.0,False,0.0,100.0
2020-05-13,M2,20.0,20.0,False,0.0,100.0
2020-05-13,M3,18.0,18.0,False,0.0,100.0
2020-05-14,M1,20.0,20.0,False,0.0,100.0
2020-05-14,M2,20.0,20.0,False,0.0,100.0
2020-05-14,M3,18.0,18.0,False,0.0,100.0
2020-05-15,M1,14.0,14.0,False,0.0,100.0
2020-05-15,M2,14.0,14.0,False,0.0,100.0
2020-05-15,M3,12.6,12.6,False,0.0,100.0
2020-05-16,M1,14.0,14.0,False,0.0,100.0
2020-05-16,M2,14.0,14.0,False,0.0,100.0
2020-05-16,M3,12.6,12.6,False,0.0,100.0
2020-05-17,M1,20.0,20.0,False,0.0,100.0
2020-05-17,M2,20.0,20.0,False,0.0,100.0
2020-05-17,M3,18.0,18.0,False,0.0,100.0
2020-05-18,M1,20.0,20.0,False,0.0,100.0
2020-05-18,M2,20.0,20.0,False,0.0,100.0
2020-05-18,M3,18.0,18.0,False,0.0,100.0
2020-05-19,M1,20.0,20.0,False,0.0,100.0
2020-05-19,M2,20.0,20.0,False,0.0,100.0
2020-05-19,M3,18.0,18.0,False,0.0,100.0
2020-05-20,M1,20.0,20.0,False,0.0,100.0
2020-05-20,M2,20.0,20.0,False,0.0,100.0
2020-05-20,M3,18.0,18.0,False,0.0,100.0
2020-05-21,M1,20.0,20.0,False,0.0,100.0
2020-05-21,M2,20.0,20.0,False,0.0,100.0
2020-05-21,M3,18.0,18.0,False,0.0,100.0
2020-05-22,M1,14.0,14.0,False,0.0,100.0
2020-05-22,M2,14.0,14.0,False,0.0,100.0
2020-05-22,M3,12.6,12.6,False,0.0,100.0
2020-05-23,M1,14.0,14.0,False,0.0,100.0
2020-05-23,M2,14.0,14.0,False,0.0,100.0
2020-05-23,M3,12.6,12.6,False,0.0,100.0
2020-05-24,M1,18.99,20.0,False,-1.0100000000000016,94.95
2020-05-24,M2,19.0,20.0,False,-1.0,95.0
2020-05-24,M3,17.009999999999998,18.0,False,-0.990000000000002,94.5
2020-05-25,M1,19.0,20.0,False,-1.0,95.0
2020-05-25,M2,19.0,20.0,False,-1.0,95.0
2020-05-25,M3,17.0,18.0,False,-1.0,94.44
2020-05-26,M1,18.99,20.0,False,-1.0100000000000016,94.95
2020-05-26,M2,19.009999999999998,20.0,False,-0.990000000000002,95.05
2020-05-26,M3,17.27,18.0,False,-0.7300000000000004,95.94
2020-05-27,M1,19.0,20.0,False,-1.0,95.0
2020-05-27,M2,19.0,20.0,False,-1.0,95.0
2020-05-27,M3,17.0,18.0,False,-1.0,94.44
2020-05-28,M1,19.0,20.0,False,-1.0,95.0
2020-05-28,M2,19.0,20.0,False,-1.0,95.0
2020-05-28,M3,17.0,18.0,False,-1.0,94.44
2020-05-29,M1,13.5,14.0,False,-0.5,96.43
2020-05-29,M2,13.5,14.0,False,-0.5,96.43
2020-05-29,M3,12.1,12.6,False,-0.5,96.03
2020-05-30,M1,13.5,14.0,False,-0.5,96.43
2020-05-30,M2,13.5,14.0,False,-0.5,96.43
2020-05-30,M3,12.1,12.6,False,-0.5,96.03
2020-05-31,M1,19.0,20.0,False,-1.0,95.0
2020-05-31,M2,19.0,20.0,False,-1.0,95.0
2020-06-01,M1,19.0,20.0,False,-1.0,95.0
2020-06-01,M2,19.0,20.0,False,-1.0,95.0
2020-06-01,M3,17.0,18.0,False,-1.0,94.44
2020-06-02,M1,19.0,20.0,False,-1.0,95.0
2020-06-02,M2,19.0,20.0,False,-1.0,95.0
2020-06-02,M3,16.99,18.0,False,-1.0100000000000016,94.39
2020-06-03,M1,19.009999999999998,20.0,False,-0.990000000000002,95.05
2020-06-03,M2,19.01,20.0,False,-0.9899999999999984,95.05
2020-06-03,M3,16.990000000000002,18.0,False,-1.009999999999998,94.39
2020-06-04,M1,19.0,20.0,False,-1.0,95.0
2020-06-04,M2,19.0,20.0,False,-1.0,95.0
2020-06-04,M3,17.0,18.0,False,-1.0,94.44
2020-06-05,M1,13.43,14.0,False,-0.5700000000000003,95.93
2020-06-05,M2,13.5,14.0,False,-0.5,96.43
2020-06-05,M3,12.1,12.6,False,-0.5,96.03
2020-06-06,M1,13.5,14.0,False,-0.5,96.43
2020-06-06,M2,13.5,14.0,False,-0.5,96.43
2020-06-06,M3,12.100000000000001,12.6,False,-0.4999999999999982,96.03
2020-06-07,M1,18.990000000000002,20.0,False,-1.009999999999998,94.95
2020-06-07,M2,19.0,20.0,False,-1.0,95.0
2020-06-07,M3,17.0,18.0,False,-1.0,94.44
2020-06-08,M1,18.95,20.0,False,-1.0500000000000007,94.75
2020-06-08,M2,19.0,20.0,False,-1.0,95.0
2020-06-08,M3,17.0,18.0,False,-1.0,94.44
2020-06-09,M1,19.0,20.0,False,-1.0,95.0
