mill_id,date,recipe_id,planned_hours,actual_hours,status,changeover_hours,tons_produced
M2,2020-01-14,R2,17.82,17.57,completed,0.0,783.87
M2,2020-01-14,R1,2.68,2.63,completed,1.5,104.97
M3,2020-01-14,R2,20.0,19.9,completed,0.0,486.0
M1,2020-01-15,R2,14.03,13.82,completed,0.0,774.71
M1,2020-01-15,R1,6.47,6.72,completed,1.5,304.52
M2,2020-01-15,R2,17.61,17.16,completed,0.0,774.71
M2,2020-01-15,R1,2.89,2.78,completed,1.5,113.11
M3,2020-01-15,R2,20.0,19.41,completed,0.0,486.0
M1,2020-01-16,R2,13.57,13.99,completed,0.0,748.92
M1,2020-01-16,R1,6.93,7.04,completed,1.5,326.53
M2,2020-01-16,R2,17.02,17.41,completed,0.0,748.92
M2,2020-01-16,R1,3.48,3.43,completed,1.5,136.03
M3,2020-01-16,R2,20.0,20.2,completed,0.0,486.0
M1,2020-01-17,R2,13.02,13.23,completed,0.0,718.45
M1,2020-01-17,R1,1.98,1.96,completed,1.5,93.47
M2,2020-01-17,R2,16.33,16.62,completed,0.0,718.45
M3,2020-01-17,R2,15.0,15.16,completed,0.0,364.5
M1,2020-01-18,R2,12.74,12.53,completed,0.0,702.98
M1,2020-01-18,R1,2.26,2.18,completed,1.5,106.67
M2,2020-01-18,R2,15.98,15.64,completed,0.0,702.98
M3,2020-01-18,R2,15.0,15.14,completed,0.0,364.5
M1,2020-01-19,R2,13.98,14.1,completed,0.0,771.94
M1,2020-01-19,R1,6.52,6.52,completed,1.5,306.88
M2,2020-01-19,R2,17.54,17.2,completed,0.0,771.94
M2,2020-01-19,R1,2.96,2.94,completed,1.5,115.58
M3,2020-01-19,R2,20.0,19.43,completed,0.0,486.0
M1,2020-01-20,R2,13.98,14.16,completed,0.0,771.6
M1,2020-01-20,R1,6.52,6.71,completed,1.5,307.17
M2,2020-01-20,R2,17.54,17.49,completed,0.0,771.6
M2,2020-01-20,R1,2.96,2.9,completed,1.5,115.88
M3,2020-01-20,R2,20.0,20.52,completed,0.0,486.0
M1,2020-01-21,R2,14.01,13.8,completed,0.0,773.43
M1,2020-01-21,R1,6.49,6.54,completed,1.5,305.61
M2,2020-01-21,R2,17.58,16.98,completed,0.0,773.43
M2,2020-01-21,R1,2.92,2.97,completed,1.5,114.25
M3,2020-01-21,R2,20.0,19.94,completed,0.0,486.0
M1,2020-01-22,R2,13.95,13.87,completed,0.0,770.26
M1,2020-01-22,R1,6.55,6.77,completed,1.5,308.32
M2,2020-01-22,R2,17.51,17.49,completed,0.0,770.26
M2,2020-01-22,R1,2.99,2.88,completed,1.5,117.07
M3,2020-01-22,R2,20.0,20.74,completed,0.0,486.0
M1,2020-01-23,R2,14.12,13.57,completed,0.0,779.64
M1,2020-01-23,R1,6.38,6.39,completed,1.5,300.31
M2,2020-01-23,R2,17.72,17.91,completed,0.0,779.64
M2,2020-01-23,R1,2.78,2.87,completed,1.5,108.73
M3,2020-01-23,R2,20.0,20.29,completed,0.0,486.0
M1,2020-01-24,R2,13.08,13.4,completed,0.0,721.96
M1,2020-01-24,R1,1.92,1.96,completed,1.5,90.48
M2,2020-01-24,R2,16.41,16.03,completed,0.0,721.96
M3,2020-01-24,R2,15.0,15.24,completed,0.0,364.5
M1,2020-01-25,R2,13.02,13.16,completed,0.0,718.48
M1,2020-01-25,R1,1.98,1.94,completed,1.5,93.45
M2,2020-01-25,R2,16.33,15.84,completed,0.0,718.48
M3,2020-01-25,R2,15.0,15.3,completed,0.0,364.5
M1,2020-01-26,R2,14.67,15.22,completed,0.0,809.75
M1,2020-01-26,R1,5.83,5.94,completed,1.5,274.62
M2,2020-01-26,R2,18.4,18.77,completed,0.0,809.75
M2,2020-01-26,R1,2.1,2.04,completed,1.5,81.98
M3,2020-01-26,R2,20.0,19.6,completed,0.0,486.0
M1,2020-01-27,R2,14.23,14.32,completed,0.0,785.26
M1,2020-01-27,R1,6.27,6.04,completed,1.5,295.52
M2,2020-01-27,R2,17.85,18.09,completed,0.0,785.26
M2,2020-01-27,R1,2.65,2.58,completed,1.5,103.74
M3,2020-01-27,R2,20.0,19.86,completed,0.0,486.0
M1,2020-01-28,R2,13.86,13.66,completed,0.0,765.0
M1,2020-01-28,R1,6.64,6.43,completed,1.5,312.81
M2,2020-01-28,R2,17.39,17.5,completed,0.0,765.0
M2,2020-01-28,R1,3.11,3.08,completed,1.5,121.74
M3,2020-01-28,R2,20.0,19.27,completed,0.0,486.0
M1,2020-01-29,R2,14.47,14.4,completed,0.0,798.56
M1,2020-01-29,R1,6.03,6.08,completed,1.5,284.17
M2,2020-01-29,R2,18.15,17.61,completed,0.0,798.56
M2,2020-01-29,R1,2.35,2.37,completed,1.5,91.92
M3,2020-01-29,R2,20.0,19.68,completed,0.0,486.0
M1,2020-01-30,R2,14.54,14.26,completed,0.0,802.59
M1,2020-01-30,R1,5.96,6.1,completed,1.5,280.73
M2,2020-01-30,R2,18.24,18.19,completed,0.0,802.59
M2,2020-01-30,R1,2.26,2.24,completed,1.5,88.34
M3,2020-01-30,R2,20.0,20.5,completed,0.0,486.0
M1,2020-01-31,R2,13.0,13.42,completed,0.0,717.37
M1,2020-01-31,R1,2.0,1.97,completed,1.5,94.4
M2,2020-01-31,R2,16.3,15.72,completed,0.0,717.37
M3,2020-01-31,R2,15.0,15.05,completed,0.0,364.5
M1,2020-02-01,R2,13.15,13.38,completed,0.0,725.87
M1,2020-02-01,R1,1.85,1.86,completed,1.5,87.14
M2,2020-02-01,R2,16.5,16.75,completed,0.0,725.87
M3,2020-02-01,R2,15.0,15.18,completed,0.0,364.5
M1,2020-02-02,R2,14.41,14.94,completed,0.0,795.68
M1,2020-02-02,R1,6.09,6.26,completed,1.5,286.63
M2,2020-02-02,R2,18.08,17.55,completed,0.0,795.68
M2,2020-02-02,R1,2.42,2.41,completed,1.5,94.48
M3,2020-02-02,R2,20.0,19.93,completed,0.0,486.0
M1,2020-02-03,R2,13.77,13.72,completed,0.0,760.0
M1,2020-02-03,R1,6.73,6.96,completed,1.5,317.07
M2,2020-02-03,R2,17.27,17.03,completed,0.0,760.0
M2,2020-02-03,R1,3.23,3.26,completed,1.5,126.19
M3,2020-02-03,R2,20.0,20.63,completed,0.0,486.0
M1,2020-02-04,R2,14.47,13.95,completed,0.0,798.83
M1,2020-02-04,R1,6.03,6.21,completed,1.5,283.94
M2,2020-02-04,R2,18.16,18.54,completed,0.0,798.83
M2,2020-02-04,R1,2.34,2.29,completed,1.5,91.68
M3,2020-02-04,R2,20.0,19.72,completed,0.0,486.0
M1,2020-02-05,R2,14.0,13.79,completed,0.0,772.74
M1,2020-02-05,R1,6.5,6.36,completed,1.5,306.2
M2,2020-02-05,R2,17.56,17.76,completed,0.0,772.74
M2,2020-02-05,R1,2.94,3.05,completed,1.5,114.87
M3,2020-02-05,R2,20.0,19.47,completed,0.0,486.0
M1,2020-02-06,R2,14.22,13.92,completed,0.0,785.15
M1,2020-02-06,R1,6.28,6.17,completed,1.5,295.61
M2,2020-02-06,R2,17.84,18.47,completed,0.0,785.15
M2,2020-02-06,R1,2.66,2.68,completed,1.5,103.84
M3,2020-02-06,R2,20.0,19.54,completed,0.0,486.0
M1,2020-02-07,R2,13.38,13.7,completed,0.0,738.52
M1,2020-02-07,R1,1.62,1.68,completed,1.5,76.35
M2,2020-02-07,R2,16.5,16.37,completed,0.0,726.0
M3,2020-02-07,R2,15.0,14.61,completed,0.0,364.5
M1,2020-02-08,R2,13.06,12.86,completed,0.0,721.07
M1,2020-02-08,R1,1.94,1.89,completed,1.5,91.24
M2,2020-02-08,R2,16.39,16.0,completed,0.0,721.07
M3,2020-02-08,R2,15.0,14.6,completed,0.0,364.5
M1,2020-02-09,R2,14.41,14.84,completed,0.0,795.43
M1,2020-02-09,R1,6.09,5.89,completed,1.5,286.84
M2,2020-02-09,R2,18.08,17.95,completed,0.0,795.43
M2,2020-02-09,R1,2.42,2.33,completed,1.5,94.7
M3,2020-02-09,R2,20.0,19.67,completed,0.0,486.0
M1,2020-02-10,R2,14.58,14.82,completed,0.0,804.59
M1,2020-02-10,R1,5.92,5.78,completed,1.5,279.02
M2,2020-02-10,R2,18.29,19.02,completed,0.0,804.59
M2,2020-02-10,R1,2.21,2.13,completed,1.5,86.56
M3,2020-02-10,R2,20.0,19.42,completed,0.0,486.0
M1,2020-02-11,R2,14.38,14.72,completed,0.0,794.05
M1,2020-02-11,R1,6.12,6.35,completed,1.5,288.02
M2,2020-02-11,R2,18.05,18.7,completed,0.0,794.05
M2,2020-02-11,R1,2.45,2.51,completed,1.5,95.93
M3,2020-02-11,R2,20.0,20.76,completed,0.0,486.0
M1,2020-02-12,R2,14.63,15.03,completed,0.0,807.45
M1,2020-02-12,R1,5.87,5.66,completed,1.5,276.58
M2,2020-02-12,R2,18.35,18.86,completed,0.0,807.45
M2,2020-02-12,R1,2.15,2.15,completed,1.5,84.02
M3,2020-02-12,R2,20.0,19.93,completed,0.0,486.0
M1,2020-02-13,R2,14.8,14.21,completed,0.0,817.03
M1,2020-02-13,R1,5.7,5.75,completed,1.5,268.41
M2,2020-02-13,R2,18.57,18.82,completed,0.0,817.03
M2,2020-02-13,R1,1.93,1.98,completed,1.5,75.51
M3,2020-02-13,R2,20.0,19.72,completed,0.0,486.0
M1,2020-02-14,R2,12.76,12.38,completed,0.0,704.19
M1,2020-02-14,R1,2.24,2.23,completed,1.5,105.64
M2,2020-02-14,R2,16.0,15.83,completed,0.0,704.19
M3,2020-02-14,R2,15.0,15.3,completed,0.0,364.5
M1,2020-02-15,R2,13.02,12.73,completed,0.0,718.49
M1,2020-02-15,R1,1.98,1.93,completed,1.5,93.44
M2,2020-02-15,R2,16.33,16.25,completed,0.0,718.49
M3,2020-02-15,R2,15.0,15.15,completed,0.0,364.5
M1,2020-02-16,R2,14.41,14.16,completed,0.0,795.6
M1,2020-02-16,R1,6.09,5.9,completed,1.5,286.7
M2,2020-02-16,R2,18.08,17.99,completed,0.0,795.6
M2,2020-02-16,R1,2.42,2.51,completed,1.5,94.55
M3,2020-02-16,R2,20.0,20.75,completed,0.0,486.0
M1,2020-02-17,R2,14.25,14.48,completed,0.0,786.37
M1,2020-02-17,R1,6.25,6.39,completed,1.5,294.57
M2,2020-02-17,R2,17.87,17.45,completed,0.0,786.37
M2,2020-02-17,R1,2.63,2.6,completed,1.5,102.75
M3,2020-02-17,R2,20.0,20.17,completed,0.0,486.0
M1,2020-02-18,R2,14.23,14.51,completed,0.0,785.33
M1,2020-02-18,R1,6.27,6.11,completed,1.5,295.46
M2,2020-02-18,R2,17.85,17.79,completed,0.0,785.33
M2,2020-02-18,R1,2.65,2.58,completed,1.5,103.68
M3,2020-02-18,R2,20.0,20.21,completed,0.0,486.0
M1,2020-02-19,R2,14.24,14.56,completed,0.0,786.32
M1,2020-02-19,R1,6.26,6.42,completed,1.5,294.61
M2,2020-02-19,R2,17.87,18.2,completed,0.0,786.32
M2,2020-02-19,R1,2.63,2.56,completed,1.5,102.8
M3,2020-02-19,R2,20.0,20.53,completed,0.0,486.0
M1,2020-02-20,R2,14.78,14.58,completed,0.0,815.64
M1,2020-02-20,R1,5.72,5.88,completed,1.5,269.6
M2,2020-02-20,R2,18.54,18.17,completed,0.0,815.64
M2,2020-02-20,R1,1.96,1.96,completed,1.5,76.74
M3,2020-02-20,R2,20.0,20.12,completed,0.0,486.0
M1,2020-02-21,R2,13.08,12.59,completed,0.0,722.06
M1,2020-02-21,R1,1.92,1.98,completed,1.5,90.39
M2,2020-02-21,R2,16.41,16.43,completed,0.0,722.06
M3,2020-02-21,R2,15.0,14.63,completed,0.0,364.5
M1,2020-02-22,R2,13.26,12.9,completed,0.0,731.72
M1,2020-02-22,R1,1.74,1.77,completed,1.5,82.15
M2,2020-02-22,R2,16.5,15.95,completed,0.0,726.0
M3,2020-02-22,R2,15.0,14.93,completed,0.0,364.5
M1,2020-02-23,R2,14.23,14.28,completed,0.0,785.52
M1,2020-02-23,R1,6.27,6.14,completed,1.5,295.3
M2,2020-02-23,R2,17.85,17.32,completed,0.0,785.52
M2,2020-02-23,R1,2.65,2.65,completed,1.5,103.51
M3,2020-02-23,R2,20.0,19.74,completed,0.0,486.0
M1,2020-02-24,R2,14.97,14.54,completed,0.0,826.32
M1,2020-02-24,R1,5.53,5.4,completed,1.5,260.48
M2,2020-02-24,R2,18.78,18.74,completed,0.0,826.32
M2,2020-02-24,R1,1.72,1.67,completed,1.5,67.25
M3,2020-02-24,R2,20.0,20.7,completed,0.0,486.0
M1,2020-02-25,R2,14.61,14.93,completed,0.0,806.55
M1,2020-02-25,R1,5.89,5.81,completed,1.5,277.35
M2,2020-02-25,R2,18.33,17.98,completed,0.0,806.55
M2,2020-02-25,R1,2.17,2.23,completed,1.5,84.82
M3,2020-02-25,R2,20.0,19.88,completed,0.0,486.0
M1,2020-02-26,R2,14.68,15.1,completed,0.0,810.25
M1,2020-02-26,R1,5.82,5.93,completed,1.5,274.2
M2,2020-02-26,R2,18.41,17.81,completed,0.0,810.25
M2,2020-02-26,R1,2.09,2.14,completed,1.5,81.53
M3,2020-02-26,R2,20.0,20.06,completed,0.0,486.0
M1,2020-02-27,R2,14.34,14.54,completed,0.0,791.56
M1,2020-02-27,R1,6.16,6.02,completed,1.5,290.14
M2,2020-02-27,R2,17.99,17.27,completed,0.0,791.56
M2,2020-02-27,R1,2.51,2.48,completed,1.5,98.14
M3,2020-02-27,R2,20.0,19.51,completed,0.0,486.0
M1,2020-02-28,R2,13.59,13.52,completed,0.0,750.17
M1,2020-02-28,R1,1.41,1.36,completed,1.5,66.41
M2,2020-02-28,R2,16.5,17.02,completed,0.0,726.0
M3,2020-02-28,R2,15.0,14.54,completed,0.0,364.5
M1,2020-02-29,R2,13.52,13.81,completed,0.0,746.3
M1,2020-02-29,R1,1.48,1.53,completed,1.5,69.71
M2,2020-02-29,R2,16.5,16.04,completed,0.0,726.0
M3,2020-02-29,R2,15.0,14.82,completed,0.0,364.5
M1,2020-03-01,R2,14.48,14.75,completed,0.0,799.37
M1,2020-03-01,R1,6.02,6.12,completed,1.5,283.48
M2,2020-03-01,R2,18.17,17.5,completed,0.0,799.37
M2,2020-03-01,R1,2.33,2.25,completed,1.5,91.2
M3,2020-03-01,R2,20.0,19.39,completed,0.0,486.0
M1,2020-03-02,R2,14.72,14.8,completed,0.0,812.39
M1,2020-03-02,R1,5.78,5.58,completed,1.5,272.37
M2,2020-03-02,R2,18.46,18.59,completed,0.0,812.39
M2,2020-03-02,R1,2.04,2.01,completed,1.5,79.63
M3,2020-03-02,R2,20.0,20.27,completed,0.0,486.0
M1,2020-03-03,R2,14.65,14.98,completed,0.0,808.79
M1,2020-03-03,R1,5.85,5.98,completed,1.5,275.44
M2,2020-03-03,R2,18.38,17.7,completed,0.0,808.79
M2,2020-03-03,R1,2.12,2.19,completed,1.5,82.83
M3,2020-03-03,R2,20.0,20.14,completed,0.0,486.0
M1,2020-03-04,R2,14.8,15.27,completed,0.0,817.15
M1,2020-03-04,R1,5.7,5.75,completed,1.5,268.31
M2,2020-03-04,R2,18.57,18.55,completed,0.0,817.15
M2,2020-03-04,R1,1.93,1.96,completed,1.5,75.4
M3,2020-03-04,R2,20.0,19.55,completed,0.0,486.0
M1,2020-03-05,R2,14.16,13.71,completed,0.0,781.79
M1,2020-03-05,R1,6.34,6.13,completed,1.5,298.48
M2,2020-03-05,R2,17.77,18.26,completed,0.0,781.79
M2,2020-03-05,R1,2.73,2.82,completed,1.5,106.82
M3,2020-03-05,R2,20.0,20.5,completed,0.0,486.0
M1,2020-03-06,R2,13.6,14.04,completed,0.0,750.97
M1,2020-03-06,R1,1.4,1.45,completed,1.5,65.73
M2,2020-03-06,R2,16.5,16.53,completed,0.0,726.0
M3,2020-03-06,R2,15.0,14.58,completed,0.0,364.5
M1,2020-03-07,R2,13.49,13.61,completed,0.0,744.88
M1,2020-03-07,R1,1.51,1.49,completed,1.5,70.92
M2,2020-03-07,R2,16.5,16.3,completed,0.0,726.0
M3,2020-03-07,R2,15.0,15.27,completed,0.0,364.5
M1,2020-03-08,R2,14.56,14.08,completed,0.0,803.49
M1,2020-03-08,R1,5.94,5.72,completed,1.5,279.96
M2,2020-03-08,R2,18.26,18.55,completed,0.0,803.49
M2,2020-03-08,R1,2.24,2.2,completed,1.5,87.54
M3,2020-03-08,R2,20.0,19.82,completed,0.0,486.0
M1,2020-03-09,R2,14.63,14.41,completed,0.0,807.59
M1,2020-03-09,R1,5.87,5.92,completed,1.5,276.47
M2,2020-03-09,R2,18.35,17.85,completed,0.0,807.59
M2,2020-03-09,R1,2.15,2.18,completed,1.5,83.9
M3,2020-03-09,R2,20.0,20.68,completed,0.0,486.0
M1,2020-03-10,R2,15.18,15.59,completed,0.0,838.17
M1,2020-03-10,R1,5.32,5.49,completed,1.5,250.37
M2,2020-03-10,R2,19.05,19.72,completed,0.0,838.17
M2,2020-03-10,R1,1.45,1.44,completed,1.5,56.72
M3,2020-03-10,R2,20.0,20.47,completed,0.0,486.0
M1,2020-03-11,R2,14.77,14.76,completed,0.0,815.26
M1,2020-03-11,R1,5.73,5.63,completed,1.5,269.92
M2,2020-03-11,R2,18.53,18.89,completed,0.0,815.26
M2,2020-03-11,R1,1.97,1.93,completed,1.5,77.08
M3,2020-03-11,R2,20.0,19.38,completed,0.0,486.0
M1,2020-03-12,R2,14.68,14.92,completed,0.0,810.1
M1,2020-03-12,R1,5.82,5.73,completed,1.5,274.32
M2,2020-03-12,R2,18.41,18.13,completed,0.0,810.1
M2,2020-03-12,R1,2.09,2.15,completed,1.5,81.67
M3,2020-03-12,R2,20.0,19.42,completed,0.0,486.0
M1,2020-03-13,R2,13.4,13.69,completed,0.0,739.83
M1,2020-03-13,R1,1.6,1.58,completed,1.5,75.23
M2,2020-03-13,R2,16.5,17.02,completed,0.0,726.0
M3,2020-03-13,R2,15.0,14.93,completed,0.0,364.5
M1,2020-03-14,R2,13.54,13.44,completed,0.0,747.21
M1,2020-03-14,R1,1.46,1.46,completed,1.5,68.93
M2,2020-03-14,R2,16.5,16.95,completed,0.0,726.0
M3,2020-03-14,R2,15.0,14.41,completed,0.0,364.5
M1,2020-03-15,R2,14.21,14.44,completed,0.0,784.43
M1,2020-03-15,R1,6.29,6.14,completed,1.5,296.23
M2,2020-03-15,R2,17.83,18.37,completed,0.0,784.43
M2,2020-03-15,R1,2.67,2.65,completed,1.5,104.48
M3,2020-03-15,R2,20.0,19.74,completed,0.0,486.0
M1,2020-03-16,R2,14.76,15.01,completed,0.0,814.76
M1,2020-03-16,R1,5.74,5.84,completed,1.5,270.35
M2,2020-03-16,R2,18.52,18.72,completed,0.0,814.76
M2,2020-03-16,R1,1.98,1.96,completed,1.5,77.52
M3,2020-03-16,R2,20.0,20.18,completed,0.0,486.0
M1,2020-03-17,R2,14.57,14.05,completed,0.0,804.41
M1,2020-03-17,R1,5.93,6.14,completed,1.5,279.18
M2,2020-03-17,R2,18.28,18.21,completed,0.0,804.41
M2,2020-03-17,R1,2.22,2.18,completed,1.5,86.72
M3,2020-03-17,R2,20.0,20.58,completed,0.0,486.0
M1,2020-03-18,R2,14.8,14.59,completed,0.0,817.07
M1,2020-03-18,R1,5.7,5.92,completed,1.5,268.38
M2,2020-03-18,R2,18.57,18.85,completed,0.0,817.07
M2,2020-03-18,R1,1.93,1.95,completed,1.5,75.47
M3,2020-03-18,R2,20.0,19.44,completed,0.0,486.0
M1,2020-03-19,R2,14.89,15.02,completed,0.0,821.67
M1,2020-03-19,R1,5.61,5.46,completed,1.5,264.45
M2,2020-03-19,R2,18.67,19.1,completed,0.0,821.67
M2,2020-03-19,R1,1.83,1.77,completed,1.5,71.38
M3,2020-03-19,R2,20.0,19.77,completed,0.0,486.0
M1,2020-03-20,R2,13.69,13.67,completed,0.0,755.81
M1,2020-03-20,R1,1.31,1.34,completed,1.5,61.6
M2,2020-03-20,R2,16.5,16.68,completed,0.0,726.0
M3,2020-03-20,R2,15.0,15.3,completed,0.0,364.5
M1,2020-03-21,R2,13.29,13.02,completed,0.0,733.71
M1,2020-03-21,R1,1.71,1.67,completed,1.5,80.45
M2,2020-03-21,R2,16.5,16.34,completed,0.0,726.0
M3,2020-03-21,R2,15.0,14.42,completed,0.0,364.5
M1,2020-03-22,R2,14.8,15.19,completed,0.0,816.91
M1,2020-03-22,R1,5.7,5.64,completed,1.5,268.51
M2,2020-03-22,R2,18.57,17.92,completed,0.0,816.91
M2,2020-03-22,R1,1.93,1.99,completed,1.5,75.61
M3,2020-03-22,R2,20.0,20.75,completed,0.0,486.0
M1,2020-03-23,R2,14.66,14.83,completed,0.0,808.97
M1,2020-03-23,R1,5.84,5.78,completed,1.5,275.29
M2,2020-03-23,R2,18.39,18.26,completed,0.0,808.97
M2,2020-03-23,R1,2.11,2.07,completed,1.5,82.67
M3,2020-03-23,R2,20.0,20.34,completed,0.0,486.0
M1,2020-03-24,R2,14.9,14.73,completed,0.0,822.57
M1,2020-03-24,R1,5.6,5.39,completed,1.5,263.68
M2,2020-03-24,R2,18.69,18.02,completed,0.0,822.57
M2,2020-03-24,R1,1.81,1.82,completed,1.5,70.58
M3,2020-03-24,R2,20.0,19.66,completed,0.0,486.0
M1,2020-03-25,R2,15.03,14.63,completed,0.0,829.69
M1,2020-03-25,R1,5.47,5.49,completed,1.5,257.61
M2,2020-03-25,R2,18.86,18.52,completed,0.0,829.69
M2,2020-03-25,R1,1.64,1.59,completed,1.5,64.26
M3,2020-03-25,R2,20.0,19.51,completed,0.0,486.0
M3,2020-03-26,R2,20.0,20.44,completed,0.0,486.0
M1,2020-03-27,R2,13.44,13.82,completed,0.0,741.75
M1,2020-03-27,R1,1.56,1.61,completed,1.5,73.59
M2,2020-03-27,R2,16.5,16.55,completed,0.0,726.0
M3,2020-03-27,R2,15.0,15.54,completed,0.0,364.5
M1,2020-03-28,R2,13.35,12.97,completed,0.0,736.65
M1,2020-03-28,R1,1.65,1.68,completed,1.5,77.95
M2,2020-03-28,R2,16.5,16.77,completed,0.0,726.0
M3,2020-03-28,R2,15.0,14.46,completed,0.0,364.5
M1,2020-03-29,R2,15.23,14.96,completed,0.0,840.65
M1,2020-03-29,R1,5.27,5.46,completed,1.5,248.26
M2,2020-03-29,R2,19.11,19.5,completed,0.0,840.65
M2,2020-03-29,R1,1.39,1.34,completed,1.5,54.52
M3,2020-03-29,R2,20.0,20.07,completed,0.0,486.0
M1,2020-03-30,R2,14.73,14.91,completed,0.0,813.25
M1,2020-03-30,R1,5.77,5.99,completed,1.5,271.64
M2,2020-03-30,R2,18.48,18.8,completed,0.0,813.25
M2,2020-03-30,R1,2.02,2.04,completed,1.5,78.87
M3,2020-03-30,R2,20.0,20.65,completed,0.0,486.0
M1,2020-03-31,R2,14.72,14.91,completed,0.0,812.8
M1,2020-03-31,R1,5.78,5.98,completed,1.5,272.02
M2,2020-03-31,R2,18.47,18.46,completed,0.0,812.8
M2,2020-03-31,R1,2.03,2.06,completed,1.5,79.27
M3,2020-03-31,R2,20.0,20.21,completed,0.0,486.0
M1,2020-04-01,R2,14.75,14.81,completed,0.0,814.34
M1,2020-04-01,R1,5.75,5.67,completed,1.5,270.71
M2,2020-04-01,R2,18.51,19.11,completed,0.0,814.34
M2,2020-04-01,R1,1.99,1.96,completed,1.5,77.9
M3,2020-04-01,R2,20.0,19.46,completed,0.0,486.0
M1,2020-04-02,R2,14.49,14.74,completed,0.0,799.9
M1,2020-04-02,R1,6.01,6.03,completed,1.5,283.03
M2,2020-04-02,R2,18.18,17.83,completed,0.0,799.9
M2,2020-04-02,R1,2.32,2.39,completed,1.5,90.73
M3,2020-04-02,R2,20.0,19.66,completed,0.0,486.0
M1,2020-04-03,R2,13.38,12.91,completed,0.0,738.44
M1,2020-04-03,R1,1.62,1.56,completed,1.5,76.42
M2,2020-04-03,R2,16.5,17.06,completed,0.0,726.0
M3,2020-04-03,R2,15.0,14.88,completed,0.0,364.5
