date,country,wheat_price_sar_per_ton,availability_tons
2020-01-25,Romania,853.53,4313
2020-01-26,United States,969.12,8867
2020-01-26,Australia,878.16,16781
2020-01-26,Canada,993.05,13835
2020-01-26,Argentina,819.71,3440
2020-01-26,Germany,938.2,7274
2020-01-26,Romania,867.98,2784
2020-01-27,United States,899.3,7094
2020-01-27,Australia,897.51,7520
2020-01-27,Canada,989.9,9582
2020-01-27,Argentina,838.42,6905
2020-01-27,Germany,929.46,8334
2020-01-27,Romania,876.67,4969
2020-01-28,United States,1019.11,5439
2020-01-28,Australia,883.47,14578
2020-01-28,Canada,988.8,11311
2020-01-28,Argentina,803.5,6248
2020-01-28,Germany,924.21,7527
2020-01-28,Romania,882.17,5813
2020-01-29,United States,967.53,6774
2020-01-29,Australia,889.2,14197
2020-01-29,Canada,965.93,12882
2020-01-29,Argentina,849.49,4515
2020-01-29,Germany,970.75,6067
2020-01-29,Romania,915.44,4787
2020-01-30,United States,949.63,4988
2020-01-30,Australia,874.77,14681
2020-01-30,Canada,1019.8,14176
2020-01-30,Argentina,851.24,3824
2020-01-30,Germany,923.65,3406
2020-01-30,Romania,888.17,2500
2020-01-31,United States,988.6,10583
2020-01-31,Australia,896.46,11647
2020-01-31,Canada,997.12,7771
2020-01-31,Argentina,817.62,4528
2020-01-31,Germany,916.06,3720
2020-01-31,Romania,880.36,5449
2020-02-01,United States,950.5,8393
2020-02-01,Australia,850.85,12880
2020-02-01,Canada,991.39,12404
2020-02-01,Argentina,828.45,3967
2020-02-01,Germany,946.56,5831
2020-02-01,Romania,853.42,3035
2020-02-02,United States,988.83,8589
2020-02-02,Australia,881.56,15716
2020-02-02,Canada,989.49,13030
2020-02-02,Argentina,817.78,6139
2020-02-02,Germany,952.77,6784
2020-02-02,Romania,884.42,5129
2020-02-03,United States,1009.71,8133
2020-02-03,Australia,890.52,9272
2020-02-03,Canada,1008.89,12896
2020-02-03,Argentina,801.32,2773
2020-02-03,Germany,937.07,3170
2020-02-03,Romania,859.68,6664
2020-02-04,United States,969.54,10578
2020-02-04,Australia,901.9,14060
2020-02-04,Canada,1016.39,8984
2020-02-04,Argentina,842.77,6484
2020-02-04,Germany,932.12,5051
2020-02-04,Romania,873.89,3024
2020-02-05,United States,979.12,8665
2020-02-05,Australia,904.97,11014
2020-02-05,Canada,1024.37,8577
2020-02-05,Argentina,831.98,4171
2020-02-05,Germany,965.48,5746
2020-02-05,Romania,901.51,6797
2020-02-06,United States,988.97,9342
2020-02-06,Australia,863.45,9537
2020-02-06,Canada,989.49,14575
2020-02-06,Argentina,827.04,3982
2020-02-06,Germany,900.34,5224
2020-02-06,Romania,824.95,3257
2020-02-07,United States,944.76,9458
2020-02-07,Australia,903.66,15625
2020-02-07,Canada,985.12,11201
2020-02-07,Argentina,838.75,4603
2020-02-07,Germany,937.23,8839
2020-02-07,Romania,865.14,5744
2020-02-08,United States,977.81,9902
2020-02-08,Australia,853.9,7874
2020-02-08,Canada,1024.24,8765
2020-02-08,Argentina,894.07,6235
2020-02-08,Germany,972.15,6575
2020-02-08,Romania,894.26,6404
2020-02-09,United States,992.8,5803
2020-02-09,Australia,913.72,16150
2020-02-09,Canada,1000.23,13894
2020-02-09,Argentina,810.06,3042
2020-02-09,Germany,935.58,4101
2020-02-09,Romania,905.21,6185
2020-02-10,United States,983.82,10327
2020-02-10,Australia,868.94,12831
2020-02-10,Canada,985.94,12096
2020-02-10,Argentina,832.87,4550
2020-02-10,Germany,982.45,7304
2020-02-10,Romania,894.56,5698
2020-02-11,United States,980.15,10458
2020-02-11,Australia,876.38,6452
2020-02-11,Canada,1000.95,10913
2020-02-11,Argentina,820.81,4190
2020-02-11,Germany,912.81,5556
2020-02-11,Romania,900.42,7492
2020-02-12,United States,950.7,9939
2020-02-12,Australia,888.79,13062
2020-02-12,Canada,1027.62,6466
2020-02-12,Argentina,827.88,4948
2020-02-12,Germany,950.97,7332
2020-02-12,Romania,882.59,3672
2020-02-13,United States,994.0,5563
2020-02-13,Australia,890.04,8444
2020-02-13,Canada,1018.64,5289
2020-02-13,Argentina,806.76,5438
2020-02-13,Germany,948.72,7000
2020-02-13,Romania,896.25,3597
2020-02-14,United States,975.14,5436
2020-02-14,Australia,890.17,8102
2020-02-14,Canada,1007.56,5121
2020-02-14,Argentina,812.36,4406
2020-02-14,Germany,925.3,7910
2020-02-14,Romania,889.07,3963
2020-02-15,United States,963.72,5107
2020-02-15,Australia,884.85,15543
2020-02-15,Canada,995.76,9536
2020-02-15,Argentina,824.59,4759
2020-02-15,Germany,920.94,7613
2020-02-15,Romania,861.48,5693
2020-02-16,United States,973.21,8568
2020-02-16,Australia,856.78,8563
2020-02-16,Canada,1008.28,7563
2020-02-16,Argentina,794.58,4028
2020-02-16,Germany,968.85,7805
2020-02-16,Romania,899.81,3108
2020-02-17,United States,969.98,8645
2020-02-17,Australia,896.65,13256
2020-02-17,Canada,1042.56,6808
2020-02-17,Argentina,838.68,4565
2020-02-17,Germany,920.16,5723
2020-02-17,Romania,906.34,3363
2020-02-18,United States,939.71,9433
2020-02-18,Australia,893.46,8562
2020-02-18,Canada,1007.53,10548
2020-02-18,Argentina,816.23,3038
2020-02-18,Germany,941.42,3687
2020-02-18,Romania,875.36,3755
2020-02-19,United States,924.17,9684
2020-02-19,Australia,894.97,17549
2020-02-19,Canada,981.63,7125
2020-02-19,Argentina,815.0,6924
2020-02-19,Germany,971.31,7048
2020-02-19,Romania,870.8,2785
2020-02-20,United States,967.34,5788
2020-02-20,Australia,917.04,17749
2020-02-20,Canada,1025.88,14883
2020-02-20,Argentina,860.85,6282
2020-02-20,Germany,908.77,7905
2020-02-20,Romania,902.81,2739
2020-02-21,United States,948.78,4700
2020-02-21,Australia,905.3,10247
2020-02-21,Canada,1036.89,10654
2020-02-21,Argentina,799.86,5939
2020-02-21,Germany,944.79,8152
2020-02-21,Romania,884.44,3581
2020-02-22,United States,940.85,11369
2020-02-22,Australia,835.26,16867
2020-02-22,Canada,1015.44,8115
2020-02-22,Argentina,818.81,4452
2020-02-22,Germany,965.81,4004
2020-02-22,Romania,924.14,7348
2020-02-23,United States,968.01,10411
2020-02-23,Australia,893.93,16211
2020-02-23,Canada,1003.64,11733
2020-02-23,Argentina,858.3,6321
2020-02-23,Germany,977.6,6321
2020-02-23,Romania,903.53,2774
2020-02-24,United States,988.14,5932
2020-02-24,Australia,876.32,11465
2020-02-24,Canada,1054.58,7591
2020-02-24,Argentina,842.49,5476
2020-02-24,Germany,964.59,6312
2020-02-24,Romania,894.57,3975
2020-02-25,United States,950.09,8861
2020-02-25,Australia,898.77,16993
2020-02-25,Canada,977.76,9055
2020-02-25,Argentina,839.93,7009
2020-02-25,Germany,952.96,6384
2020-02-25,Romania,899.3,4482
2020-02-26,United States,958.74,10114
2020-02-26,Australia,883.45,10209
2020-02-26,Canada,1044.41,10561
2020-02-26,Argentina,844.38,4953
2020-02-26,Germany,942.58,5730
2020-02-26,Romania,875.88,6902
2020-02-27,United States,1012.03,10189
2020-02-27,Australia,881.29,11612
2020-02-27,Canada,1024.98,13955
2020-02-27,Argentina,829.29,6999
2020-02-27,Germany,924.77,8512
2020-02-27,Romania,866.5,3128
2020-02-28,United States,944.6,9770
2020-02-28,Australia,917.93,16003
2020-02-28,Canada,993.39,12322
2020-02-28,Argentina,829.67,2778
2020-02-28,Germany,950.02,6992
2020-02-28,Romania,914.71,7263
2020-02-29,United States,952.2,5658
2020-02-29,Australia,916.8,11306
2020-02-29,Canada,998.07,9295
2020-02-29,Argentina,849.43,5094
2020-02-29,Germany,941.93,8195
2020-02-29,Romania,863.91,6230
2020-03-01,United States,949.54,4186
2020-03-01,Australia,899.22,6806
2020-03-01,Canada,1032.75,12460
2020-03-01,Argentina,856.5,4036
2020-03-01,Germany,949.18,8534
2020-03-01,Romania,880.15,4760
2020-03-02,United States,986.94,10829
2020-03-02,Australia,917.43,6340
2020-03-02,Canada,1002.83,13227
2020-03-02,Argentina,840.76,3174
2020-03-02,Germany,934.14,3039
2020-03-02,Romania,922.02,4678
2020-03-03,United States,980.41,4138
2020-03-03,Australia,921.7,12837
2020-03-03,Canada,1034.33,14468
2020-03-03,Argentina,871.35,6656
2020-03-03,Germany,972.94,5766
2020-03-03,Romania,870.84,7141
2020-03-04,United States,997.23,8005
2020-03-04,Australia,936.43,10532
2020-03-04,Canada,1007.63,8325
2020-03-04,Argentina,822.54,3270
2020-03-04,Germany,938.97,6067
2020-03-04,Romania,883.75,4105
2020-03-05,United States,993.1,11121
2020-03-05,Australia,888.83,17637
2020-03-05,Canada,984.15,10549
2020-03-05,Argentina,838.9,6855
2020-03-05,Germany,930.45,5184
2020-03-05,Romania,870.0,7068
2020-03-06,United States,961.83,9848
2020-03-06,Australia,888.07,17216
2020-03-06,Canada,1018.3,14144
2020-03-06,Argentina,817.91,6930
2020-03-06,Germany,924.7,8408
2020-03-06,Romania,878.2,6059
2020-03-07,United States,1001.76,6457
2020-03-07,Australia,883.69,12976
2020-03-07,Canada,1024.43,14231
2020-03-07,Argentina,807.18,6357
2020-03-07,Germany,920.92,3380
2020-03-07,Romania,906.48,6052
2020-03-08,United States,944.75,11478
2020-03-08,Australia,908.01,12624
2020-03-08,Canada,982.9,13793
2020-03-08,Argentina,850.03,6956
2020-03-08,Germany,934.78,3506
2020-03-08,Romania,897.45,4846
2020-03-09,United States,964.59,5370
2020-03-09,Australia,883.29,9721
2020-03-09,Canada,1025.86,5305
2020-03-09,Argentina,820.63,7418
2020-03-09,Germany,956.98,4442
2020-03-09,Romania,957.14,4789
2020-03-10,United States,1015.1,4367
2020-03-10,Australia,908.0,10106
2020-03-10,Canada,996.99,7397
2020-03-10,Argentina,831.24,3683
2020-03-10,Germany,957.73,8536
2020-03-10,Romania,911.44,4049
2020-03-11,United States,1015.11,8783
2020-03-11,Australia,884.38,9693
2020-03-11,Canada,1003.52,13376
2020-03-11,Argentina,827.65,5167
2020-03-11,Germany,948.82,3483
2020-03-11,Romania,849.81,3029
2020-03-12,United States,980.53,6562
2020-03-12,Australia,906.0,10910
2020-03-12,Canada,1010.72,9139
2020-03-12,Argentina,792.31,4431
2020-03-12,Germany,921.32,8655
2020-03-12,Romania,909.95,4042
2020-03-13,United States,977.69,6631
2020-03-13,Australia,870.76,6929
2020-03-13,Canada,1015.87,11448
2020-03-13,Argentina,848.11,6811
2020-03-13,Germany,981.77,7707
2020-03-13,Romania,901.3,4407
2020-03-14,United States,949.3,4442
2020-03-14,Australia,912.37,17840
2020-03-14,Canada,1015.68,5674
2020-03-14,Argentina,821.52,7113
2020-03-14,Germany,950.87,7294
2020-03-14,Romania,886.98,2725
2020-03-15,United States,936.92,8359
2020-03-15,Australia,905.52,7452
2020-03-15,Canada,1016.29,9570
2020-03-15,Argentina,847.44,4506
2020-03-15,Germany,948.98,8918
2020-03-15,Romania,950.49,3816
2020-03-16,United States,976.75,4813
2020-03-16,Australia,893.17,17356
2020-03-16,Canada,1036.43,14112
2020-03-16,Argentina,827.19,6735
2020-03-16,Germany,955.62,7059
2020-03-16,Romania,894.01,6430
2020-03-17,United States,964.52,8785
2020-03-17,Australia,872.06,7749
2020-03-17,Canada,1018.07,6026
2020-03-17,Argentina,839.65,5616
2020-03-17,Germany,945.01,5361
2020-03-17,Romania,892.9,3750
2020-03-18,United States,982.05,9899
2020-03-18,Australia,916.2,17411
2020-03-18,Canada,1003.07,14373
2020-03-18,Argentina,849.21,3065
2020-03-18,Germany,934.93,4050
2020-03-18,Romania,875.64,2591
2020-03-19,United States,1012.54,7369
2020-03-19,Australia,894.03,8817
2020-03-19,Canada,1014.01,13388
2020-03-19,Argentina,857.59,3392
2020-03-19,Germany,968.59,3182
2020-03-19,Romania,881.67,7102
2020-03-20,United States,980.26,9610
2020-03-20,Australia,901.18,17392
2020-03-20,Canada,1022.36,13754
2020-03-20,Argentina,833.73,7437
2020-03-20,Germany,947.94,6176
2020-03-20,Romania,887.98,5567
2020-03-21,United States,974.58,6293
2020-03-21,Australia,895.78,15072
2020-03-21,Canada,993.87,11542
2020-03-21,Argentina,812.36,5803
2020-03-21,Germany,950.73,6947
2020-03-21,Romania,882.33,4787
2020-03-22,United States,972.8,8765
2020-03-22,Australia,909.48,6411
2020-03-22,Canada,1027.18,14603
2020-03-22,Argentina,875.75,4612
2020-03-22,Germany,940.47,3387
2020-03-22,Romania,897.34,7245
2020-03-23,United States,981.54,4700
2020-03-23,Australia,898.61,13652
2020-03-23,Canada,1029.75,9040
2020-03-23,Argentina,840.81,2742
2020-03-23,Germany,973.85,3314
2020-03-23,Romania,891.61,2680
2020-03-24,United States,983.32,5599
2020-03-24,Australia,911.26,13889
2020-03-24,Canada,999.06,11776
2020-03-24,Argentina,824.8,7057
2020-03-24,Germany,952.0,8262
2020-03-24,Romania,891.35,7035
2020-03-25,United States,948.33,5533
2020-03-25,Australia,890.82,16583
2020-03-25,Canada,1023.4,8317
2020-03-25,Argentina,808.68,4994
2020-03-25,Germany,921.75,5563
2020-03-25,Romania,874.4,4164
2020-03-26,United States,980.42,5409
2020-03-26,Australia,926.2,8831
2020-03-26,Canada,1017.47,11695
2020-03-26,Argentina,834.52,3414
2020-03-26,Germany,941.99,6675
2020-03-26,Romania,880.7,4863
2020-03-27,United States,990.41,7748
2020-03-27,Australia,896.13,11460
2020-03-27,Canada,1021.65,9593
2020-03-27,Argentina,834.11,3225
2020-03-27,Germany,933.03,3732
2020-03-27,Romania,881.1,4677
2020-03-28,United States,947.24,6012
2020-03-28,Australia,875.87,11237
2020-03-28,Canada,1063.76,7198
2020-03-28,Argentina,858.62,6139
2020-03-28,Germany,930.99,6484
2020-03-28,Romania,865.63,5552
2020-03-29,United States,988.42,10866
2020-03-29,Australia,900.56,8700
2020-03-29,Canada,1051.93,7169
2020-03-29,Argentina,852.83,2592
2020-03-29,Germany,925.72,3927
2020-03-29,Romania,878.65,5935
2020-03-30,United States,965.57,5942
2020-03-30,Australia,933.2,11384
2020-03-30,Canada,1077.71,9433
2020-03-30,Argentina,861.75,2518
2020-03-30,Germany,905.46,6339
2020-03-30,Romania,886.13,2846
2020-03-31,United States,1007.55,7503
2020-03-31,Australia,911.8,13083
2020-03-31,Canada,989.16,14608
2020-03-31,Argentina,864.84,5513
2020-03-31,Germany,947.46,3193
2020-03-31,Romania,897.9,4012
2020-04-01,United States,988.76,8921
2020-04-01,Australia,908.05,11661
2020-04-01,Canada,1021.88,13310
2020-04-01,Argentina,836.01,3322
2020-04-01,Germany,943.15,3856
2020-04-01,Romania,853.41,4580
2020-04-02,United States,980.34,10346
2020-04-02,Australia,902.39,9517
2020-04-02,Canada,1018.57,6605
2020-04-02,Argentina,832.45,3401
2020-04-02,Germany,958.12,3215
2020-04-02,Romania,878.4,5323
2020-04-03,United States,962.11,11143
2020-04-03,Australia,912.42,6937
2020-04-03,Canada,1001.27,13060
2020-04-03,Argentina,850.38,5356
2020-04-03,Germany,912.79,4699
2020-04-03,Romania,914.35,4816
2020-04-04,United States,961.76,10530
2020-04-04,Australia,913.18,11758
2020-04-04,Canada,1013.17,6241
2020-04-04,Argentina,839.27,4659
2020-04-04,Germany,947.36,3095
2020-04-04,Romania,889.55,4181
2020-04-05,United States,976.65,11990
2020-04-05,Australia,904.09,12105
2020-04-05,Canada,1041.89,12364
2020-04-05,Argentina,820.35,4395
2020-04-05,Germany,973.31,4135
2020-04-05,Romania,899.08,2602
2020-04-06,United States,1015.34,8599
2020-04-06,Australia,912.63,13154
2020-04-06,Canada,1052.4,5428
2020-04-06,Argentina,816.88,3255
2020-04-06,Germany,961.22,6866
2020-04-06,Romania,892.19,4276
2020-04-07,United States,998.68,8339
2020-04-07,Australia,899.89,6574
2020-04-07,Canada,983.51,13998
2020-04-07,Argentina,812.85,4027
2020-04-07,Germany,944.09,3263
2020-04-07,Romania,882.68,6661
2020-04-08,United States,958.18,6878
2020-04-08,Australia,951.5,11011
2020-04-08,Canada,1008.22,5714
2020-04-08,Argentina,850.09,5308
2020-04-08,Germany,951.58,7776
2020-04-08,Romania,915.91,6963
2020-04-09,United States,977.8,10662
2020-04-09,Australia,887.74,13722
2020-04-09,Canada,1046.7,12072
2020-04-09,Argentina,848.25,5008
2020-04-09,Germany,950.07,4279
2020-04-09,Romania,883.98,3770
2020-04-10,United States,964.51,9734
2020-04-10,Australia,941.11,10710
2020-04-10,Canada,1015.47,9938
2020-04-10,Argentina,860.42,3131
2020-04-10,Germany,915.26,7577
2020-04-10,Romania,894.02,6070
2020-04-11,United States,974.4,4363
2020-04-11,Australia,895.32,12831
2020-04-11,Canada,1008.02,12910
2020-04-11,Argentina,831.32,5230
2020-04-11,Germany,973.47,4515
2020-04-11,Romania,887.11,3623
2020-04-12,United States,944.81,7414
2020-04-12,Australia,916.95,11457
2020-04-12,Canada,1033.97,10983
2020-04-12,Argentina,853.1,3243
2020-04-12,Germany,921.02,8287
2020-04-12,Romania,891.44,5986
2020-04-13,United States,982.2,9179
2020-04-13,Australia,864.4,12245
2020-04-13,Canada,1027.14,7586
2020-04-13,Argentina,811.58,3325
2020-04-13,Germany,900.65,3164
2020-04-13,Romania,895.29,7248
2020-04-14,United States,967.16,4553
2020-04-14,Australia,896.09,11108
2020-04-14,Canada,1036.26,12837
2020-04-14,Argentina,842.84,3298
2020-04-14,Germany,954.27,3901
2020-04-14,Romania,874.06,3266
2020-04-15,United States,962.33,4062
2020-04-15,Australia,874.9,14952
2020-04-15,Canada,1006.71,12981
2020-04-15,Argentina,864.36,3923
2020-04-15,Germany,946.33,7012
2020-04-15,Romania,896.39,4112
2020-04-16,United States,1015.11,6780
2020-04-16,Australia,887.94,13879
2020-04-16,Canada,1017.83,7728
2020-04-16,Argentina,815.46,7100
2020-04-16,Germany,945.89,5722
2020-04-16,Romania,919.14,6669
2020-04-17,United States,995.91,8386
2020-04-17,Australia,924.77,16348
2020-04-17,Canada,1025.37,10207
2020-04-17,Argentina,833.09,5606
2020-04-17,Germany,945.12,7008
2020-04-17,Romania,902.82,5110
2020-04-18,United States,973.17,6049
2020-04-18,Australia,916.92,11792
2020-04-18,Canada,1018.64,6461
2020-04-18,Argentina,855.68,5208
2020-04-18,Germany,978.32,4448
2020-04-18,Romania,868.82,4111
2020-04-19,United States,952.72,5684
2020-04-19,Australia,902.35,15616
2020-04-19,Canada,1029.74,7318
2020-04-19,Argentina,853.83,4708
2020-04-19,Germany,976.73,5852
2020-04-19,Romania,879.04,4300
2020-04-20,United States,984.96,6950
2020-04-20,Australia,915.96,11031
2020-04-20,Canada,1024.4,11899
2020-04-20,Argentina,848.62,6058
2020-04-20,Germany,949.22,4746
2020-04-20,Romania,873.91,2924
2020-04-21,United States,954.8,6480
2020-04-21,Australia,922.73,13678
2020-04-21,Canada,1011.67,10564
2020-04-21,Argentina,879.35,6744
2020-04-21,Germany,968.02,4115
2020-04-21,Romania,925.09,5109
2020-04-22,United States,990.12,8765
2020-04-22,Australia,919.15,7565
2020-04-22,Canada,1002.11,12882
2020-04-22,Argentina,805.03,5219
2020-04-22,Germany,952.35,6743
2020-04-22,Romania,895.46,3685
2020-04-23,United States,961.66,6158
2020-04-23,Australia,885.17,14004
2020-04-23,Canada,1013.49,5049
2020-04-23,Argentina,814.77,3805
2020-04-23,Germany,939.74,7568
2020-04-23,Romania,847.88,6814
2020-04-24,United States,1056.06,9887
2020-04-24,Australia,945.37,9423
2020-04-24,Canada,1076.91,9430
2020-04-24,Argentina,903.66,4203
2020-04-24,Germany,967.38,7509
2020-04-24,Romania,962.1,5896
2020-04-25,United States,990.62,11572
2020-04-25,Australia,942.97,8793
2020-04-25,Canada,1024.77,6537
2020-04-25,Argentina,855.27,2622
2020-04-25,Germany,987.79,3124
2020-04-25,Romania,935.75,5938
2020-04-26,United States,1019.97,8041
2020-04-26,Australia,927.09,17734
2020-04-26,Canada,1088.5,5413
2020-04-26,Argentina,868.57,7177
2020-04-26,Germany,948.41,3761
2020-04-26,Romania,943.44,5704
2020-04-27,United States,1005.35,5317
2020-04-27,Australia,943.75,10625
2020-04-27,Canada,1052.88,12418
2020-04-27,Argentina,894.56,2935
2020-04-27,Germany,981.25,3231
2020-04-27,Romania,906.17,4448
2020-04-28,United States,1026.81,6814
2020-04-28,Australia,964.35,6106
2020-04-28,Canada,1074.28,8405
2020-04-28,Argentina,861.94,4387
2020-04-28,Germany,988.03,6731
2020-04-28,Romania,916.46,4654
2020-04-29,United States,1021.12,10004
2020-04-29,Australia,946.12,12531
2020-04-29,Canada,1053.06,11547
2020-04-29,Argentina,888.76,5376
2020-04-29,Germany,984.37,6320
2020-04-29,Romania,955.09,4769
2020-04-30,United States,1019.6,6782
2020-04-30,Australia,954.26,10261
2020-04-30,Canada,1043.23,5992
2020-04-30,Argentina,876.55,3756
2020-04-30,Germany,980.21,4947
2020-04-30,Romania,883.46,7203
2020-05-01,United States,1029.92,9501
2020-05-01,Australia,929.38,6698
2020-05-01,Canada,1069.57,14504
2020-05-01,Argentina,898.91,7050
2020-05-01,Germany,983.08,7239
2020-05-01,Romania,938.47,7309
2020-05-02,United States,1011.29,8167
2020-05-02,Australia,932.75,9656
2020-05-02,Canada,1037.42,7907
2020-05-02,Argentina,893.04,3401
2020-05-02,Germany,967.19,8386
2020-05-02,Romania,940.29,3939
2020-05-03,United States,956.95,9618
2020-05-03,Australia,978.24,8808
2020-05-03,Canada,1065.36,8426
2020-05-03,Argentina,889.59,3101
2020-05-03,Germany,991.32,3145
2020-05-03,Romania,929.44,6724
2020-05-04,United States,991.89,7811
2020-05-04,Australia,949.55,13532
2020-05-04,Canada,1064.84,13730
2020-05-04,Argentina,879.63,4142
2020-05-04,Germany,998.93,6013
2020-05-04,Romania,918.08,6496
2020-05-05,United States,1031.3,7178
2020-05-05,Australia,944.68,17869
2020-05-05,Canada,1068.31,13025
2020-05-05,Argentina,852.79,5428
2020-05-05,Germany,993.0,6028
2020-05-05,Romania,893.86,3450
2020-05-06,United States,993.76,10656
2020-05-06,Australia,955.29,8571
2020-05-06,Canada,1093.28,14958
2020-05-06,Argentina,874.96,3854
2020-05-06,Germany,962.26,7917
2020-05-06,Romania,936.41,6807
2020-05-07,United States,1036.55,6525
2020-05-07,Australia,913.47,15645
2020-05-07,Canada,1081.81,6329
2020-05-07,Argentina,831.75,6752
2020-05-07,Germany,1026.81,7015
2020-05-07,Romania,922.78,3871
2020-05-08,United States,1019.12,8126
