date,country,wheat_price_sar_per_ton,availability_tons
2020-01-23,Canada,1018.44,12112
2020-01-24,Romania,897.46,6257
2020-01-24,Germany,946.57,7975
2020-01-24,Argentina,823.95,3203
2020-01-24,United States,954.73,7516
2020-01-24,Australia,896.5,9106
2020-01-24,Canada,1027.69,7476
2020-01-25,Romania,871.38,3254
2020-01-25,Argentina,798.44,5097
2020-01-25,Germany,928.91,5905
2020-01-25,Australia,880.1,16540
2020-01-25,United States,934.5,9716
2020-01-25,Canada,1003.81,8288
2020-01-26,Romania,875.76,7303
2020-01-26,Canada,970.72,10212
2020-01-26,Germany,893.67,6202
2020-01-26,Argentina,852.69,4415
2020-01-26,Australia,879.08,17731
2020-01-26,United States,933.82,5725
2020-01-27,Germany,908.12,3883
2020-01-27,United States,955.1,10070
2020-01-27,Australia,865.62,7928
2020-01-27,Canada,988.62,11208
2020-01-27,Argentina,854.95,5128
2020-01-27,Romania,822.44,4670
2020-01-28,Canada,973.83,12239
2020-01-28,Australia,892.21,15927
2020-01-28,United States,967.22,9013
2020-01-28,Argentina,824.71,6009
2020-01-28,Romania,873.21,7421
2020-01-28,Germany,931.71,8620
2020-01-29,United States,994.36,4141
2020-01-29,Australia,880.56,9217
2020-01-29,Canada,1022.22,11605
2020-01-29,Argentina,850.25,5982
2020-01-29,Germany,946.03,5196
2020-01-29,Romania,876.16,7010
2020-01-30,United States,980.6,4439
2020-01-30,Australia,862.22,6960
2020-01-30,Canada,1004.34,9161
2020-01-30,Argentina,810.94,4095
2020-01-30,Germany,895.44,8228
2020-01-30,Romania,867.98,5314
2020-01-31,Australia,850.52,10909
2020-01-31,United States,951.25,10937
2020-01-31,Canada,968.16,7604
2020-01-31,Germany,918.0,4360
2020-01-31,Romania,906.6,5800
2020-01-31,Argentina,808.61,4858
2020-02-01,United States,976.32,4707
2020-02-01,Australia,893.86,16791
2020-02-01,Canada,1040.88,5627
2020-02-01,Argentina,827.5,3012
2020-02-01,Germany,915.71,3059
2020-02-01,Romania,854.34,7280
2020-02-02,Germany,947.43,8268
2020-02-02,United States,967.67,5006
2020-02-02,Australia,887.25,16484
2020-02-02,Canada,1014.89,6373
2020-02-02,Argentina,811.23,2518
2020-02-02,Romania,903.7,5388
2020-02-03,United States,967.55,10402
2020-02-03,Australia,893.95,10488
2020-02-03,Canada,994.74,12182
2020-02-03,Germany,930.73,5035
2020-02-03,Romania,890.87,3931
2020-02-03,Argentina,831.11,3747
2020-02-04,United States,946.66,4427
2020-02-04,Australia,895.08,14353
2020-02-04,Canada,992.55,7033
2020-02-04,Argentina,800.79,5920
2020-02-04,Germany,943.17,8036
2020-02-04,Romania,850.9,5082
2020-02-05,Romania,866.92,4048
2020-02-05,Argentina,834.2,5947
2020-02-05,Germany,927.24,5090
2020-02-05,Canada,993.39,14897
2020-02-05,United States,970.86,6553
2020-02-05,Australia,892.11,15569
2020-02-06,Argentina,846.35,3414
2020-02-06,Germany,914.5,6833
2020-02-06,Romania,892.64,4958
2020-02-06,Canada,1014.98,14792
2020-02-06,United States,979.89,8227
2020-02-06,Australia,907.3,12804
2020-02-07,Germany,917.86,8092
2020-02-07,Argentina,816.05,5627
2020-02-07,Romania,866.86,6642
2020-02-07,Australia,909.28,11925
2020-02-07,United States,987.91,8182
2020-02-07,Canada,1004.39,8019
2020-02-08,Canada,1011.39,14427
2020-02-08,United States,951.46,7980
2020-02-08,Australia,886.61,11415
2020-02-08,Germany,931.64,4926
2020-02-08,Argentina,850.16,4916
2020-02-08,Romania,924.07,2637
2020-02-09,Romania,923.44,6358
2020-02-09,Germany,967.24,6970
2020-02-09,Argentina,852.78,2831
2020-02-09,Australia,893.33,9268
2020-02-09,United States,965.8,9868
2020-02-09,Canada,1017.51,11829
2020-02-10,Romania,896.79,4395
2020-02-10,Argentina,841.16,2967
2020-02-10,Germany,934.52,3580
2020-02-10,Australia,886.3,15318
2020-02-10,Canada,967.28,14839
2020-02-10,United States,942.17,11390
2020-02-11,Romania,879.66,6667
2020-02-11,Germany,919.44,4674
2020-02-11,Argentina,851.3,3762
2020-02-11,United States,955.54,7944
2020-02-11,Australia,923.75,15881
2020-02-11,Canada,1041.07,6540
2020-02-12,Canada,1020.75,10454
2020-02-12,United States,946.33,10184
2020-02-12,Australia,924.28,17182
2020-02-12,Argentina,829.23,4387
2020-02-12,Germany,913.56,7508
2020-02-12,Romania,888.07,5902
2020-02-13,Germany,976.9,7754
2020-02-13,Argentina,839.07,4437
2020-02-13,Romania,917.91,2924
2020-02-13,Australia,915.13,16715
2020-02-13,United States,946.63,10508
2020-02-13,Canada,1013.19,8481
2020-02-14,Germany,911.92,5843
2020-02-14,United States,927.48,10671
2020-02-14,Australia,910.92,10224
2020-02-14,Canada,980.2,7957
2020-02-14,Argentina,827.35,5278
2020-02-14,Romania,878.27,3326
2020-02-15,United States,962.11,5503
2020-02-15,Canada,1022.87,7671
2020-02-15,Australia,903.97,17031
2020-02-15,Romania,835.38,4770
2020-02-15,Germany,920.12,7849
2020-02-15,Argentina,820.57,5842
2020-02-16,United States,966.92,7654
2020-02-16,Australia,875.38,11400
2020-02-16,Canada,1002.68,12778
2020-02-16,Argentina,823.45,5595
2020-02-16,Germany,946.83,3576
2020-02-16,Romania,874.37,7356
2020-02-17,Romania,870.86,7013
2020-02-17,Germany,940.95,5653
2020-02-17,Argentina,844.12,4746
2020-02-17,United States,979.33,6455
2020-02-17,Australia,905.73,14821
2020-02-17,Canada,1022.62,6915
2020-02-18,Canada,1024.04,14871
2020-02-18,United States,967.88,9858
2020-02-18,Australia,887.95,11567
2020-02-18,Romania,858.22,5620
2020-02-18,Argentina,804.67,2705
2020-02-18,Germany,939.54,6585
2020-02-19,Germany,949.32,3204
2020-02-19,Argentina,813.03,3080
2020-02-19,Romania,898.43,6306
2020-02-19,Australia,860.35,9068
2020-02-19,United States,1001.56,6513
2020-02-19,Canada,992.32,8793
2020-02-20,Germany,903.71,5508
2020-02-20,Romania,917.61,4061
2020-02-20,Argentina,858.81,6924
2020-02-20,Canada,1019.79,11505
2020-02-20,Australia,902.76,6304
2020-02-20,United States,988.94,10072
2020-02-21,Germany,941.07,7017
2020-02-21,Romania,894.02,3742
2020-02-21,Argentina,837.49,6192
2020-02-21,United States,921.41,8410
2020-02-21,Australia,933.5,6606
2020-02-21,Canada,979.0,8130
2020-02-22,Romania,876.27,4475
2020-02-22,Germany,950.57,5357
2020-02-22,Argentina,788.7,6382
2020-02-22,United States,950.39,10801
2020-02-22,Australia,899.2,11468
2020-02-22,Canada,1018.08,14129
2020-02-23,Australia,928.91,8961
2020-02-23,United States,964.06,4579
2020-02-23,Canada,1018.2,13622
2020-02-23,Romania,901.64,2616
2020-02-23,Germany,962.58,4097
2020-02-23,Argentina,851.9,4025
2020-02-24,Germany,940.42,3803
2020-02-24,Argentina,840.6,6506
2020-02-24,Romania,903.97,4606
2020-02-24,Australia,934.94,10929
2020-02-24,United States,990.85,4318
2020-02-24,Canada,985.96,5965
2020-02-25,Germany,942.56,5981
2020-02-25,Romania,850.54,3156
2020-02-25,Argentina,821.48,5755
2020-02-25,Canada,1012.55,11611
2020-02-25,Australia,861.54,16403
2020-02-25,United States,968.09,4072
2020-02-26,Germany,923.63,7168
2020-02-26,Argentina,825.56,5356
2020-02-26,Romania,875.71,2758
2020-02-26,Australia,891.98,6667
2020-02-26,United States,952.17,4456
2020-02-26,Canada,1048.04,14845
2020-02-27,Canada,1013.84,10951
2020-02-27,United States,987.79,7560
2020-02-27,Australia,876.07,12002
2020-02-27,Argentina,842.07,7493
2020-02-27,Romania,928.78,7382
2020-02-27,Germany,946.29,4943
2020-02-28,Germany,962.03,4542
2020-02-28,Argentina,857.06,4617
2020-02-28,Romania,893.51,5669
2020-02-28,Australia,891.49,9827
2020-02-28,United States,957.45,11406
2020-02-28,Canada,1050.89,7609
2020-02-29,Romania,895.22,3022
2020-02-29,Germany,904.64,3316
2020-02-29,Argentina,840.91,6360
2020-02-29,United States,956.58,6889
2020-02-29,Australia,879.8,12593
2020-02-29,Canada,988.1,5460
2020-03-01,United States,959.74,7019
2020-03-01,Canada,1027.26,13670
2020-03-01,Australia,845.7,12798
2020-03-01,Germany,913.65,6913
2020-03-01,Argentina,855.94,5579
2020-03-01,Romania,874.64,5629
2020-03-02,United States,1013.94,11289
2020-03-02,Australia,888.17,11900
2020-03-02,Canada,1009.61,6451
2020-03-02,Argentina,793.45,2986
2020-03-02,Germany,959.15,8177
2020-03-02,Romania,887.13,5891
2020-03-03,United States,985.62,11323
2020-03-03,Canada,995.69,5069
2020-03-03,Australia,908.08,13913
2020-03-03,Romania,886.93,4843
2020-03-03,Argentina,829.78,5739
2020-03-03,Germany,929.73,4671
2020-03-04,United States,958.11,9249
2020-03-04,Canada,1058.77,12645
2020-03-04,Australia,920.66,6518
2020-03-04,Germany,976.7,4154
2020-03-04,Argentina,844.31,7351
2020-03-04,Romania,896.34,3270
2020-03-05,United States,980.22,8540
2020-03-05,Australia,904.11,12414
2020-03-05,Canada,1036.97,13000
2020-03-05,Argentina,840.73,6508
2020-03-05,Germany,950.33,7609
2020-03-05,Romania,882.9,3160
2020-03-06,United States,953.69,7176
2020-03-06,Australia,898.9,13692
2020-03-06,Canada,1008.44,11382
2020-03-06,Germany,962.58,3725
2020-03-06,Romania,914.33,7148
2020-03-06,Argentina,830.49,6633
2020-03-07,Germany,914.74,4544
2020-03-07,Romania,892.44,2931
2020-03-07,Argentina,830.6,5405
2020-03-07,United States,1022.33,8101
2020-03-07,Australia,863.23,12372
2020-03-07,Canada,1065.42,6177
2020-03-08,Germany,952.56,8139
2020-03-08,Argentina,820.3,5204
2020-03-08,Romania,869.41,6851
2020-03-08,Australia,909.77,16676
2020-03-08,United States,956.99,10311
2020-03-08,Canada,1001.58,6231
2020-03-09,Australia,888.41,14794
2020-03-09,United States,995.87,8738
2020-03-09,Canada,1001.95,8574
2020-03-09,Romania,898.48,6844
2020-03-09,Germany,936.15,5772
2020-03-09,Argentina,845.37,6315
2020-03-10,United States,980.6,5651
2020-03-10,Australia,928.33,9894
2020-03-10,Canada,1041.42,11136
2020-03-10,Argentina,850.79,4476
2020-03-10,Germany,960.08,3276
2020-03-10,Romania,901.65,4497
2020-03-11,Canada,1035.83,10897
2020-03-11,United States,979.29,7867
2020-03-11,Australia,923.09,7044
2020-03-11,Germany,936.8,7932
2020-03-11,Argentina,860.29,2802
2020-03-11,Romania,895.19,6846
2020-03-12,Germany,982.55,5889
2020-03-12,Romania,896.02,7030
2020-03-12,Argentina,823.22,5510
2020-03-12,Canada,1074.4,12664
2020-03-12,Australia,903.48,9480
2020-03-12,United States,997.18,7206
2020-03-13,Germany,972.4,8890
2020-03-13,Argentina,843.2,3941
2020-03-13,Romania,877.56,4314
2020-03-13,Australia,901.41,10713
2020-03-13,United States,959.09,9965
2020-03-13,Canada,1055.03,7520
2020-03-14,Germany,960.2,4547
2020-03-14,Argentina,816.99,4874
2020-03-14,Romania,887.2,3535
2020-03-14,Australia,921.65,17226
2020-03-14,United States,941.98,11014
2020-03-14,Canada,1029.46,14059
2020-03-15,Romania,927.5,4606
2020-03-15,Germany,978.53,3335
2020-03-15,Argentina,809.51,7027
2020-03-15,Canada,1031.39,6149
2020-03-15,Australia,919.33,13714
2020-03-15,United States,979.98,5480
2020-03-16,Canada,1046.21,12899
2020-03-16,Australia,891.38,10836
2020-03-16,United States,984.68,6689
2020-03-16,Argentina,856.6,3374
2020-03-16,Germany,938.63,8138
2020-03-16,Romania,888.11,4077
2020-03-17,United States,966.51,4457
2020-03-17,Australia,887.06,16039
2020-03-17,Canada,1000.51,14403
2020-03-17,Argentina,812.69,3446
2020-03-17,Germany,952.78,8833
2020-03-17,Romania,865.29,7005
2020-03-18,Germany,968.07,6832
2020-03-18,Romania,897.52,6513
2020-03-18,Canada,998.74,12069
2020-03-18,Australia,909.69,11215
2020-03-18,United States,999.32,7900
2020-03-18,Argentina,794.38,6607
2020-03-19,Romania,858.18,6853
2020-03-19,Argentina,853.16,2738
2020-03-19,Germany,937.71,4624
2020-03-19,Canada,1036.6,6812
2020-03-19,United States,995.3,4152
2020-03-19,Australia,916.85,16406
2020-03-20,Germany,940.68,6190
2020-03-20,United States,951.08,10976
2020-03-20,Australia,900.9,16103
2020-03-20,Canada,1015.7,11579
2020-03-20,Argentina,850.85,6820
2020-03-20,Romania,851.35,2646
2020-03-21,Australia,875.46,10174
2020-03-21,Canada,1020.35,7441
2020-03-21,United States,1010.85,8332
2020-03-21,Romania,912.96,6928
2020-03-21,Germany,994.78,6610
2020-03-21,Argentina,822.63,5761
2020-03-22,Germany,952.7,6310
2020-03-22,Romania,870.71,6983
2020-03-22,Argentina,846.32,6601
2020-03-22,Australia,894.68,14655
2020-03-22,Canada,1027.95,9863
2020-03-22,United States,981.51,11637
2020-03-23,United States,983.1,5398
2020-03-23,Australia,916.82,15680
2020-03-23,Canada,1043.37,14383
2020-03-23,Argentina,848.24,4750
2020-03-23,Germany,957.72,3851
2020-03-23,Romania,885.42,2585
2020-03-24,Canada,991.73,14371
2020-03-24,Australia,924.13,11005
2020-03-24,United States,996.17,7676
2020-03-24,Germany,970.06,6938
2020-03-24,Romania,876.51,6729
2020-03-24,Argentina,809.64,6578
2020-03-25,Canada,1031.9,10160
2020-03-25,Germany,942.62,4466
2020-03-25,Romania,896.25,5835
2020-03-25,Argentina,846.12,4827
2020-03-25,United States,980.27,5959
2020-03-25,Australia,891.74,8899
2020-03-26,United States,945.07,8034
2020-03-26,Australia,885.44,16198
2020-03-26,Canada,1041.79,6579
2020-03-26,Argentina,790.56,4723
2020-03-26,Germany,968.56,5337
2020-03-26,Romania,885.12,3263
2020-03-27,Australia,903.45,9793
2020-03-27,United States,940.6,6583
2020-03-27,Canada,1019.39,6276
2020-03-27,Germany,974.31,4462
2020-03-27,Romania,907.58,3810
2020-03-27,Argentina,796.54,3788
2020-03-28,Germany,963.58,7558
2020-03-28,Romania,893.05,3557
2020-03-28,Argentina,853.49,6322
2020-03-28,United States,982.69,8401
2020-03-28,Australia,902.6,15761
2020-03-28,Canada,1024.38,10191
2020-03-29,Romania,941.31,4589
2020-03-29,Germany,966.72,8668
2020-03-29,Argentina,851.49,4914
2020-03-29,United States,962.2,6976
2020-03-29,Australia,879.2,6179
2020-03-29,Canada,1011.58,13247
2020-03-30,United States,1005.68,7054
2020-03-30,Australia,873.29,13289
2020-03-30,Canada,1049.05,14899
2020-03-30,Romania,873.13,3453
2020-03-30,Germany,945.34,5534
2020-03-30,Argentina,847.64,7386
2020-03-31,United States,965.56,10840
2020-03-31,Australia,888.6,9663
2020-03-31,Canada,1052.59,6260
2020-03-31,Argentina,832.04,5135
2020-03-31,Germany,941.4,4421
2020-03-31,Romania,880.77,6151
2020-04-01,United States,983.6,8604
2020-04-01,Canada,1021.91,12206
2020-04-01,Australia,884.45,14109
2020-04-01,Romania,917.29,2803
2020-04-01,Germany,926.45,8768
2020-04-01,Argentina,861.05,6522
2020-04-02,Romania,897.46,5442
2020-04-02,Germany,947.64,3410
2020-04-02,Argentina,839.2,6727
2020-04-02,United States,997.56,6799
2020-04-02,Australia,894.01,12551
2020-04-02,Canada,984.49,11426
2020-04-03,United States,989.95,8554
2020-04-03,Australia,915.56,14154
2020-04-03,Canada,1066.56,14515
2020-04-03,Argentina,830.73,7437
2020-04-03,Germany,971.91,5073
2020-04-03,Romania,930.36,4121
2020-04-04,Canada,978.47,5132
2020-04-04,Australia,914.32,13991
2020-04-04,United States,979.37,7668
2020-04-04,Germany,949.1,4996
2020-04-04,Romania,903.25,4591
2020-04-04,Argentina,845.52,5885
2020-04-05,Canada,1055.94,14114
2020-04-05,Germany,968.79,4488
2020-04-05,Romania,922.69,7314
2020-04-05,Argentina,815.09,5391
2020-04-05,United States,1010.8,5466
2020-04-05,Australia,915.96,17221
2020-04-06,United States,956.27,11983
2020-04-06,Australia,901.58,13800
2020-04-06,Canada,1034.83,10418
2020-04-06,Argentina,843.75,4301
2020-04-06,Germany,956.85,4986
2020-04-06,Romania,884.44,5082
2020-04-07,Australia,904.06,11082
2020-04-07,Canada,987.3,8409
2020-04-07,United States,1008.99,9473
2020-04-07,Germany,935.39,6049
2020-04-07,Romania,895.52,7275
2020-04-07,Argentina,829.33,6057
2020-04-08,United States,980.7,4213
2020-04-08,Australia,904.92,10134
2020-04-08,Canada,1017.36,10545
2020-04-08,Argentina,835.34,4710
2020-04-08,Germany,923.57,6716
2020-04-08,Romania,882.32,5378
2020-04-09,Canada,1026.29,12884
2020-04-09,United States,996.74,9835
2020-04-09,Australia,914.94,17487
2020-04-09,Romania,915.88,2663
2020-04-09,Germany,968.29,6179
2020-04-09,Argentina,833.32,5830
2020-04-10,Germany,937.36,3868
2020-04-10,Romania,875.28,5924
2020-04-10,Argentina,862.25,4602
2020-04-10,United States,937.55,6178
2020-04-10,Australia,929.15,11881
2020-04-10,Canada,1024.68,14647
2020-04-11,Germany,947.6,3411
2020-04-11,Romania,892.01,4348
2020-04-11,Argentina,830.95,4021
2020-04-11,Canada,993.42,12537
2020-04-11,Australia,877.77,11206
2020-04-11,United States,975.81,11387
2020-04-12,Australia,896.22,10137
2020-04-12,Canada,1037.98,7459
2020-04-12,United States,942.27,11824
2020-04-12,Argentina,828.35,5493
2020-04-12,Romania,926.44,7266
2020-04-12,Germany,975.75,6565
2020-04-13,United States,956.32,10457
2020-04-13,Australia,862.0,13635
2020-04-13,Canada,1015.7,11414
2020-04-13,Argentina,843.49,3245
2020-04-13,Germany,967.6,4801
2020-04-13,Romania,904.76,3336
2020-04-14,Australia,890.45,12437
2020-04-14,Canada,1013.71,13633
2020-04-14,United States,988.03,8376
2020-04-14,Germany,952.93,5731
2020-04-14,Romania,894.32,3435
2020-04-14,Argentina,893.57,5037
2020-04-15,Germany,956.58,8865
2020-04-15,Argentina,838.35,7276
2020-04-15,Romania,890.59,3150
2020-04-15,Australia,912.87,7943
2020-04-15,United States,1009.25,5001
2020-04-15,Canada,1019.96,10154
2020-04-16,Germany,934.65,7440
2020-04-16,Argentina,829.85,3253
2020-04-16,Romania,899.57,6452
2020-04-16,Australia,881.65,13799
2020-04-16,United States,969.77,7311
2020-04-16,Canada,1024.9,7249
2020-04-17,Germany,940.61,6512
2020-04-17,Argentina,859.45,5943
2020-04-17,Romania,879.02,5377
2020-04-17,Australia,922.33,15706
2020-04-17,Canada,1032.87,14886
2020-04-17,United States,937.75,5889
2020-04-18,Germany,960.39,8093
2020-04-18,Argentina,860.01,4347
2020-04-18,Romania,906.42,7094
2020-04-18,Australia,926.45,17522
2020-04-18,United States,990.39,11180
2020-04-18,Canada,1021.69,10429
2020-04-19,Germany,963.45,8909
2020-04-19,Argentina,885.94,3829
2020-04-19,Romania,851.76,4946
2020-04-19,Australia,910.74,11497
2020-04-19,United States,982.56,9282
2020-04-19,Canada,1051.41,13242
2020-04-20,Romania,900.09,7129
2020-04-20,Argentina,851.24,6425
2020-04-20,Germany,927.9,8913
2020-04-20,Canada,1009.49,5453
2020-04-20,United States,980.71,8930
2020-04-20,Australia,885.34,16159
2020-04-21,Germany,948.33,3750
2020-04-21,Argentina,813.49,7392
2020-04-21,Romania,900.64,6033
2020-04-21,Australia,901.92,9894
2020-04-21,Canada,995.26,7651
2020-04-21,United States,971.47,5706
2020-04-22,United States,949.0,10653
2020-04-22,Australia,909.88,13473
2020-04-22,Canada,994.57,7397
2020-04-22,Argentina,834.73,5393
2020-04-22,Germany,942.77,7293
2020-04-22,Romania,857.83,7436
2020-04-23,Argentina,838.64,2785
2020-04-23,Canada,1024.91,14986
2020-04-23,Germany,964.26,7740
2020-04-23,United States,962.24,8100
2020-04-23,Romania,908.84,7085
2020-04-23,Australia,928.46,14120
2020-04-24,Romania,906.4,5386
2020-04-24,Germany,982.14,7444
2020-04-24,Argentina,845.88,5972
2020-04-24,United States,982.53,9373
2020-04-24,Australia,951.94,9875
2020-04-24,Canada,1080.23,7890
2020-04-25,Germany,984.68,5858
2020-04-25,Argentina,905.1,6790
2020-04-25,Romania,888.18,3894
2020-04-25,Australia,929.58,11913
2020-04-25,United States,1008.57,10349
2020-04-25,Canada,1077.4,14433
2020-04-26,United States,983.94,5277
2020-04-26,Canada,1052.53,6156
2020-04-26,Australia,954.34,7323
2020-04-26,Germany,981.0,8239
2020-04-26,Argentina,840.66,5878
2020-04-26,Romania,951.92,3254
2020-04-27,United States,1037.24,9484
2020-04-27,Australia,965.7,12867
2020-04-27,Canada,1050.8,5136
2020-04-27,Argentina,873.34,3401
2020-04-27,Germany,971.36,8977
2020-04-27,Romania,932.34,5008
2020-04-28,United States,1011.07,5087
2020-04-28,Australia,958.39,16087
2020-04-28,Canada,1064.7,9346
2020-04-28,Argentina,851.62,3308
2020-04-28,Romania,931.54,2846
2020-04-28,Germany,997.0,7359
2020-04-29,Germany,997.56,6681
2020-04-29,Argentina,878.33,7000
2020-04-29,Romania,935.2,6258
2020-04-29,Australia,917.52,12463
2020-04-29,United States,1034.76,5121
2020-04-29,Canada,1039.15,11061
2020-04-30,United States,1009.34,5263
2020-04-30,Australia,958.56,7431
2020-04-30,Canada,1057.4,11830
2020-04-30,Argentina,888.24,5558
2020-04-30,Germany,1019.74,5838
2020-04-30,Romania,969.05,6922
2020-05-01,Canada,1069.1,7337
2020-05-01,Australia,926.06,6748
2020-05-01,United States,1018.2,9446
2020-05-01,Germany,978.12,7835
2020-05-01,Romania,946.22,4892
2020-05-01,Argentina,862.91,5388
2020-05-02,Romania,927.43,7295
2020-05-02,Germany,1013.61,7609
2020-05-02,Argentina,849.75,5631
2020-05-02,United States,1024.44,8271
2020-05-02,Australia,901.76,17817
2020-05-02,Canada,1081.19,11895
2020-05-03,United States,1028.79,11698
2020-05-03,Australia,946.35,7712
2020-05-03,Canada,1092.92,13795
2020-05-03,Argentina,892.99,6518
2020-05-03,Germany,962.81,3933
2020-05-03,Romania,919.04,2937
2020-05-04,Germany,964.65,7949
2020-05-04,Argentina,883.76,4356
2020-05-04,Romania,931.63,6613
2020-05-04,Australia,953.29,15298
2020-05-04,Canada,1026.52,7540
2020-05-04,United States,1009.59,11722
2020-05-05,Romania,939.56,3674
2020-05-05,Germany,957.75,7266
2020-05-05,Argentina,883.35,3956
2020-05-05,United States,1005.21,6003
2020-05-05,Australia,931.89,12307
2020-05-05,Canada,1057.97,11810
2020-05-06,United States,1009.82,6383
2020-05-06,Australia,930.91,13547
2020-05-06,Canada,1069.47,14814
2020-05-06,Argentina,886.24,5277
2020-05-06,Germany,949.75,7481
2020-05-06,Romania,926.24,4913
2020-05-07,Canada,1045.3,8072
2020-05-07,United States,994.65,6963
2020-05-07,Australia,900.15,17742
2020-05-07,Argentina,845.72,3358
2020-05-07,Germany,980.16,6789
2020-05-07,Romania,890.04,5584
