date,flour_type_id,required_tons,scenario_id
2020-01-19,FT001,818.4599999999999,base
2020-01-19,FT002,603.9200000000001,base
2020-01-19,FT003,203.72,base
2020-01-19,FT004,245.87,base
2020-01-19,FT005,140.43,base
2020-01-20,FT005,144.48,base
2020-01-20,FT004,255.62,base
2020-01-20,FT003,211.04,base
2020-01-20,FT001,815.6,base
2020-01-20,FT002,595.26,base
2020-01-21,FT005,150.48,base
2020-01-21,FT004,238.72,base
2020-01-21,FT001,824.8199999999999,base
2020-01-21,FT002,584.02,base
2020-01-21,FT003,216.41,base
2020-01-22,FT001,816.79,base
2020-01-22,FT002,596.03,base
2020-01-22,FT003,207.88,base
2020-01-22,FT004,242.19,base
2020-01-22,FT005,151.2,base
2020-01-23,FT005,144.47,base
2020-01-23,FT003,202.26,base
2020-01-23,FT004,239.74,base
2020-01-23,FT001,832.14,base
2020-01-23,FT002,610.41,base
2020-01-24,FT005,142.2,base
2020-01-24,FT004,212.81,base
2020-01-24,FT001,752.33,base
2020-01-24,FT002,562.64,base
2020-01-24,FT003,199.58,base
2020-01-25,FT004,211.68,base
2020-01-25,FT002,576.4,base
2020-01-25,FT003,185.46,base
2020-01-25,FT005,136.37,base
2020-01-25,FT001,751.15,base
2020-01-26,FT005,150.78,base
2020-01-26,FT004,239.94,base
2020-01-26,FT003,218.11,base
2020-01-26,FT002,639.56,base
2020-01-26,FT001,843.23,base
2020-01-27,FT004,237.34,base
2020-01-27,FT001,791.99,base
2020-01-27,FT002,629.42,base
2020-01-27,FT003,219.64,base
2020-01-27,FT005,143.23,base
2020-01-28,FT002,590.95,base
2020-01-28,FT005,147.73,base
2020-01-28,FT001,808.87,base
2020-01-28,FT004,247.63,base
2020-01-28,FT003,208.53,base
2020-01-29,FT001,859.46,base
2020-01-29,FT002,599.71,base
2020-01-29,FT003,221.31,base
2020-01-29,FT004,252.08,base
2020-01-29,FT005,154.04,base
2020-01-30,FT005,129.99,base
2020-01-30,FT001,851.61,base
2020-01-30,FT002,614.45,base
2020-01-30,FT003,221.03,base
2020-01-30,FT004,239.32,base
2020-01-31,FT002,555.1700000000001,base
2020-01-31,FT001,752.05,base
2020-01-31,FT004,209.82,base
2020-01-31,FT005,133.81,base
2020-01-31,FT003,198.51,base
2020-02-01,FT005,119.13,base
2020-02-01,FT001,783.0600000000001,base
2020-02-01,FT002,568.56,base
2020-02-01,FT003,183.38,base
2020-02-01,FT004,219.77,base
2020-02-02,FT005,130.31,base
2020-02-02,FT001,837.7099999999999,base
2020-02-02,FT004,235.37,base
2020-02-02,FT003,211.29,base
2020-02-02,FT002,625.39,base
2020-02-03,FT001,803.51,base
2020-02-03,FT004,235.89,base
2020-02-03,FT005,141.72,base
2020-02-03,FT003,202.85,base
2020-02-03,FT002,593.22,base
2020-02-04,FT001,855.27,base
2020-02-04,FT002,613.73,base
2020-02-04,FT003,214.09000000000003,base
2020-02-04,FT004,251.8,base
2020-02-04,FT005,141.79,base
2020-02-05,FT004,234.53,base
2020-02-05,FT005,142.85,base
2020-02-05,FT003,204.26,base
2020-02-05,FT001,802.14,base
2020-02-05,FT002,617.81,base
2020-02-06,FT005,141.42,base
2020-02-06,FT004,258.21000000000004,base
2020-02-06,FT003,219.93,base
2020-02-06,FT002,606.2,base
2020-02-06,FT001,820.26,base
2020-02-07,FT004,210.2,base
2020-02-07,FT003,205.77,base
2020-02-07,FT005,132.65,base
2020-02-07,FT001,751.34,base
2020-02-07,FT002,587.87,base
2020-02-08,FT001,763.23,base
2020-02-08,FT002,557.07,base
2020-02-08,FT003,196.06,base
2020-02-08,FT004,233.72,base
2020-02-08,FT005,136.33,base
2020-02-09,FT005,131.06,base
2020-02-09,FT004,249.77,base
2020-02-09,FT002,607.79,base
2020-02-09,FT001,851.41,base
2020-02-09,FT003,215.67,base
2020-02-10,FT005,144.71,base
2020-02-10,FT003,213.47,base
2020-02-10,FT004,243.41,base
2020-02-10,FT002,629.75,base
2020-02-10,FT001,850.7,base
2020-02-11,FT004,254.86,base
2020-02-11,FT003,212.25,base
2020-02-11,FT005,144.54,base
2020-02-11,FT001,818.86,base
2020-02-11,FT002,635.89,base
2020-02-12,FT004,245.96,base
2020-02-12,FT003,208.87,base
2020-02-12,FT005,130.78,base
2020-02-12,FT001,878.38,base
2020-02-12,FT002,619.78,base
2020-02-13,FT005,148.87,base
2020-02-13,FT001,870.19,base
2020-02-13,FT002,659.73,base
2020-02-13,FT003,198.7,base
2020-02-13,FT004,259.1,base
2020-02-14,FT003,180.42,base
2020-02-14,FT004,233.65,base
2020-02-14,FT001,743.45,base
2020-02-14,FT002,561.05,base
2020-02-14,FT005,130.83,base
2020-02-15,FT001,764.85,base
2020-02-15,FT003,180.31,base
2020-02-15,FT002,572.66,base
2020-02-15,FT004,225.0,base
2020-02-15,FT005,135.43,base
2020-02-16,FT001,817.15,base
2020-02-16,FT002,641.97,base
2020-02-16,FT003,211.09,base
2020-02-16,FT004,214.1,base
2020-02-16,FT005,139.36,base
2020-02-17,FT001,828.01,base
2020-02-17,FT002,610.63,base
2020-02-17,FT003,214.07,base
2020-02-17,FT004,237.78,base
2020-02-17,FT005,148.94,base
2020-02-18,FT003,207.65,base
2020-02-18,FT002,619.34,base
2020-02-18,FT001,825.77,base
2020-02-18,FT004,253.56,base
2020-02-18,FT005,141.36,base
2020-02-19,FT001,831.34,base
2020-02-19,FT002,614.8000000000001,base
2020-02-19,FT003,209.12,base
2020-02-19,FT004,219.98,base
2020-02-19,FT005,144.93,base
2020-02-20,FT004,257.95,base
2020-02-20,FT005,154.48,base
2020-02-20,FT003,206.74,base
2020-02-20,FT002,642.39,base
2020-02-20,FT001,874.31,base
2020-02-21,FT005,141.31,base
2020-02-21,FT004,221.43,base
2020-02-21,FT003,180.86,base
2020-02-21,FT002,597.95,base
2020-02-21,FT001,741.2,base
2020-02-22,FT001,762.0699999999999,base
2020-02-22,FT002,574.09,base
2020-02-22,FT003,199.78,base
2020-02-22,FT004,214.58,base
2020-02-22,FT005,132.91,base
2020-02-23,FT005,156.46,base
2020-02-23,FT004,245.25,base
2020-02-23,FT001,832.1400000000001,base
2020-02-23,FT002,606.9,base
2020-02-23,FT003,213.16,base
2020-02-24,FT005,149.21,base
2020-02-24,FT004,244.38,base
2020-02-24,FT003,218.65,base
2020-02-24,FT002,647.5,base
2020-02-24,FT001,873.77,base
2020-02-25,FT005,150.77,base
2020-02-25,FT004,255.17,base
2020-02-25,FT002,632.4,base
2020-02-25,FT001,853.64,base
2020-02-25,FT003,212.7,base
2020-02-26,FT001,872.26,base
2020-02-26,FT002,615.1800000000001,base
2020-02-26,FT003,219.65,base
2020-02-26,FT004,238.56,base
2020-02-26,FT005,131.26,base
2020-02-27,FT003,199.24,base
2020-02-27,FT001,830.51,base
2020-02-27,FT004,232.14,base
2020-02-27,FT005,155.12,base
2020-02-27,FT002,639.78,base
2020-02-28,FT005,136.94,base
2020-02-28,FT001,791.32,base
2020-02-28,FT002,592.97,base
2020-02-28,FT003,195.94,base
2020-02-28,FT004,220.32,base
2020-02-29,FT003,199.68,base
2020-02-29,FT004,226.84000000000003,base
2020-02-29,FT001,794.2,base
2020-02-29,FT002,577.68,base
2020-02-29,FT005,142.24,base
2020-03-01,FT001,833.0899999999999,base
2020-03-01,FT002,627.5,base
2020-03-01,FT004,223.48,base
2020-03-01,FT005,143.79,base
2020-03-01,FT003,217.69,base
2020-03-02,FT001,850.47,base
2020-03-02,FT002,637.28,base
2020-03-02,FT003,219.37,base
2020-03-02,FT004,255.06,base
2020-03-02,FT005,156.89,base
2020-03-03,FT004,250.86,base
2020-03-03,FT003,216.67,base
2020-03-03,FT005,139.33,base
2020-03-03,FT001,838.29,base
2020-03-03,FT002,643.59,base
2020-03-04,FT005,153.71,base
2020-03-04,FT004,236.59,base
2020-03-04,FT001,869.35,base
2020-03-04,FT002,629.8299999999999,base
2020-03-04,FT003,220.71,base
2020-03-05,FT001,804.13,base
2020-03-05,FT002,624.36,base
2020-03-05,FT003,211.37,base
2020-03-05,FT004,234.36,base
2020-03-05,FT005,158.87,base
2020-03-06,FT005,150.28,base
2020-03-06,FT004,227.81,base
2020-03-06,FT003,190.96,base
2020-03-06,FT002,587.39,base
2020-03-06,FT001,809.0,base
2020-03-07,FT005,143.86,base
2020-03-07,FT004,229.2,base
2020-03-07,FT001,793.6400000000001,base
2020-03-07,FT002,575.88,base
2020-03-07,FT003,199.25,base
2020-03-08,FT004,242.32,base
2020-03-08,FT003,204.96,base
2020-03-08,FT005,150.9,base
2020-03-08,FT001,855.53,base
2020-03-08,FT002,635.62,base
2020-03-09,FT004,240.97,base
2020-03-09,FT005,154.71,base
2020-03-09,FT003,217.04,base
2020-03-09,FT002,636.15,base
2020-03-09,FT001,843.94,base
2020-03-10,FT001,885.69,base
2020-03-10,FT002,666.72,base
2020-03-10,FT003,215.04,base
2020-03-10,FT004,246.88,base
2020-03-10,FT005,145.64,base
2020-03-11,FT005,159.48,base
2020-03-11,FT004,251.49,base
2020-03-11,FT002,641.4100000000001,base
2020-03-11,FT003,220.09,base
2020-03-11,FT001,851.22,base
2020-03-12,FT005,150.59,base
2020-03-12,FT004,270.58,base
2020-03-12,FT003,215.42,base
2020-03-12,FT002,625.58,base
2020-03-12,FT001,866.3100000000001,base
2020-03-13,FT004,215.88,base
2020-03-13,FT003,196.77,base
2020-03-13,FT005,153.22,base
2020-03-13,FT001,791.22,base
2020-03-13,FT002,571.19,base
2020-03-14,FT001,779.33,base
2020-03-14,FT002,583.52,base
2020-03-14,FT003,205.31,base
2020-03-14,FT004,225.1,base
2020-03-14,FT005,137.32,base
2020-03-15,FT005,146.16,base
2020-03-15,FT004,243.62,base
2020-03-15,FT001,798.87,base
2020-03-15,FT002,622.59,base
2020-03-15,FT003,219.4,base
2020-03-16,FT004,264.23,base
2020-03-16,FT005,150.91,base
2020-03-16,FT002,617.5,base
2020-03-16,FT001,873.69,base
2020-03-16,FT003,223.61,base
2020-03-17,FT004,250.23,base
2020-03-17,FT003,209.09,base
2020-03-17,FT005,151.72,base
2020-03-17,FT001,852.03,base
2020-03-17,FT002,634.49,base
2020-03-18,FT005,150.46,base
2020-03-18,FT004,248.59,base
2020-03-18,FT003,222.11,base
2020-03-18,FT001,843.01,base
2020-03-18,FT002,648.78,base
2020-03-19,FT001,864.13,base
2020-03-19,FT002,650.95,base
2020-03-19,FT003,215.05,base
2020-03-19,FT004,250.02,base
2020-03-19,FT005,164.14,base
2020-03-20,FT001,816.1600000000001,base
2020-03-20,FT005,144.1,base
2020-03-20,FT002,581.33,base
2020-03-20,FT004,236.59,base
2020-03-20,FT003,198.11,base
2020-03-21,FT003,192.6,base
2020-03-21,FT004,225.7,base
2020-03-21,FT001,781.55,base
2020-03-21,FT002,572.55,base
2020-03-21,FT005,134.81,base
2020-03-22,FT005,157.4,base
2020-03-22,FT004,244.8,base
2020-03-22,FT001,877.22,base
2020-03-22,FT002,633.4300000000001,base
2020-03-22,FT003,213.29,base
2020-03-23,FT005,154.95,base
2020-03-23,FT004,236.28,base
2020-03-23,FT001,882.78,base
2020-03-23,FT002,610.91,base
2020-03-23,FT003,214.86,base
2020-03-24,FT004,248.11,base
2020-03-24,FT003,219.25,base
2020-03-24,FT005,151.4,base
2020-03-24,FT001,845.77,base
2020-03-24,FT002,661.5699999999999,base
2020-03-25,FT001,883.27,base
2020-03-25,FT002,653.59,base
2020-03-25,FT003,213.69,base
2020-03-25,FT004,246.07,base
2020-03-25,FT005,157.72,base
2020-03-26,FT004,242.25,base
2020-03-26,FT005,155.48,base
2020-03-26,FT002,627.27,base
2020-03-26,FT001,907.1,base
2020-03-26,FT003,211.4,base
2020-03-27,FT005,147.62,base
2020-03-27,FT004,219.39,base
2020-03-27,FT003,189.48,base
2020-03-27,FT002,577.72,base
2020-03-27,FT001,800.63,base
2020-03-28,FT001,787.23,base
2020-03-28,FT002,566.89,base
2020-03-28,FT003,197.6,base
2020-03-28,FT004,239.24,base
2020-03-28,FT005,140.68,base
2020-03-29,FT002,669.51,base
2020-03-29,FT001,899.77,base
2020-03-29,FT003,208.55,base
2020-03-29,FT004,251.04,base
2020-03-29,FT005,152.72,base
2020-03-30,FT001,851.5699999999999,base
2020-03-30,FT002,634.36,base
2020-03-30,FT003,222.06,base
2020-03-30,FT004,249.45,base
2020-03-30,FT005,154.87,base
2020-03-31,FT004,244.35,base
2020-03-31,FT001,849.5899999999999,base
2020-03-31,FT002,643.15,base
2020-03-31,FT003,216.26,base
2020-03-31,FT005,152.37,base
2020-04-01,FT001,862.14,base
2020-04-01,FT002,644.0500000000001,base
2020-04-01,FT005,162.13,base
2020-04-01,FT004,242.56,base
2020-04-01,FT003,210.64,base
2020-04-02,FT001,865.32,base
2020-04-02,FT002,604.93,base
2020-04-02,FT003,216.16000000000005,base
2020-04-02,FT004,244.08,base
2020-04-02,FT005,152.56,base
2020-04-03,FT001,781.25,base
2020-04-03,FT005,137.1,base
2020-04-03,FT002,572.29,base
2020-04-03,FT004,227.24,base
2020-04-03,FT003,199.71,base
2020-04-04,FT001,770.32,base
2020-04-04,FT002,612.38,base
2020-04-04,FT003,209.52,base
2020-04-04,FT004,227.88,base
2020-04-04,FT005,146.9,base
2020-04-05,FT001,863.6600000000001,base
2020-04-05,FT002,626.0600000000001,base
2020-04-05,FT003,221.0,base
2020-04-05,FT004,243.93,base
2020-04-05,FT005,143.64,base
2020-04-06,FT002,600.6700000000001,base
2020-04-06,FT003,210.63,base
2020-04-06,FT001,849.5899999999999,base
2020-04-06,FT005,153.71,base
2020-04-06,FT004,232.62,base
2020-04-07,FT001,877.78,base
2020-04-07,FT002,654.28,base
2020-04-07,FT003,219.76,base
2020-04-07,FT004,246.12,base
2020-04-07,FT005,152.61,base
2020-04-08,FT004,257.38,base
2020-04-08,FT003,211.61,base
2020-04-08,FT005,148.8,base
2020-04-08,FT001,856.76,base
2020-04-08,FT002,646.88,base
2020-04-09,FT005,152.39,base
2020-04-09,FT004,257.32,base
2020-04-09,FT003,214.04,base
2020-04-09,FT001,904.72,base
2020-04-09,FT002,647.62,base
2020-04-10,FT001,772.77,base
2020-04-10,FT002,586.11,base
2020-04-10,FT003,185.24,base
2020-04-10,FT004,217.57,base
2020-04-10,FT005,140.94,base
2020-04-11,FT005,145.03,base
2020-04-11,FT004,232.32,base
2020-04-11,FT003,199.82,base
2020-04-11,FT002,599.48,base
2020-04-11,FT001,767.11,base
2020-04-12,FT005,160.2,base
2020-04-12,FT004,265.64,base
2020-04-12,FT003,209.61,base
2020-04-12,FT002,670.14,base
2020-04-12,FT001,832.96,base
2020-04-13,FT004,247.76,base
2020-04-13,FT003,220.6,base
2020-04-13,FT005,148.78,base
2020-04-13,FT001,861.8199999999999,base
2020-04-13,FT002,659.66,base
2020-04-14,FT004,239.43,base
2020-04-14,FT003,207.91,base
2020-04-14,FT005,136.05,base
2020-04-14,FT001,852.7800000000001,base
2020-04-14,FT002,638.59,base
2020-04-15,FT001,916.36,base
2020-04-15,FT002,656.99,base
2020-04-15,FT003,221.21,base
2020-04-15,FT004,247.73,base
2020-04-15,FT005,146.7,base
2020-04-16,FT005,157.97,base
2020-04-16,FT004,243.04,base
2020-04-16,FT003,216.86,base
2020-04-16,FT002,650.6800000000001,base
2020-04-16,FT001,841.5699999999999,base
2020-04-17,FT004,236.04,base
2020-04-17,FT003,191.72000000000003,base
2020-04-17,FT005,137.57,base
2020-04-17,FT001,789.85,base
2020-04-17,FT002,592.1800000000001,base
2020-04-18,FT004,226.5,base
2020-04-18,FT003,204.64,base
2020-04-18,FT005,142.46,base
2020-04-18,FT001,766.53,base
2020-04-18,FT002,576.79,base
2020-04-19,FT001,857.6600000000001,base
2020-04-19,FT002,627.13,base
2020-04-19,FT003,223.38,base
2020-04-19,FT004,242.09,base
2020-04-19,FT005,147.4,base
2020-04-20,FT005,143.11,base
2020-04-20,FT004,249.53,base
2020-04-20,FT003,224.62,base
2020-04-20,FT001,828.97,base
2020-04-20,FT002,630.4,base
2020-04-21,FT005,169.95,base
2020-04-21,FT004,247.94,base
2020-04-21,FT003,205.84,base
2020-04-21,FT002,626.19,base
2020-04-21,FT001,870.08,base
2020-04-22,FT001,839.91,base
2020-04-22,FT002,624.65,base
2020-04-22,FT003,232.56,base
2020-04-22,FT004,251.9,base
2020-04-22,FT005,165.31,base
2020-04-23,FT001,859.86,base
2020-04-23,FT005,151.07,base
2020-04-23,FT002,613.16,base
2020-04-23,FT004,246.58,base
2020-04-23,FT003,222.98,base
2020-04-24,FT001,1082.62,base
2020-04-24,FT002,778.76,base
2020-04-24,FT003,274.54,base
2020-04-24,FT004,308.38,base
2020-04-24,FT005,181.18,base
2020-04-25,FT004,329.04999999999995,base
2020-04-25,FT003,272.16,base
2020-04-25,FT005,193.06,base
2020-04-25,FT001,1097.98,base
2020-04-25,FT002,757.61,base
2020-04-26,FT005,212.04,base
2020-04-26,FT004,331.68,base
2020-04-26,FT003,292.86,base
2020-04-26,FT002,843.15,base
2020-04-26,FT001,1166.62,base
2020-04-27,FT001,1157.5,base
2020-04-27,FT002,889.87,base
2020-04-27,FT003,297.98,base
2020-04-27,FT004,344.15,base
2020-04-27,FT005,201.56,base
2020-04-28,FT001,1119.69,base
2020-04-28,FT005,217.39,base
2020-04-28,FT002,875.74,base
2020-04-28,FT004,312.9,base
2020-04-28,FT003,292.82,base
2020-04-29,FT001,1162.36,base
2020-04-29,FT002,850.3399999999999,base
2020-04-29,FT003,278.08000000000004,base
2020-04-29,FT004,339.96,base
2020-04-29,FT005,216.64,base
2020-04-30,FT001,1120.83,base
2020-04-30,FT002,845.62,base
2020-04-30,FT003,292.82,base
2020-04-30,FT004,351.38,base
2020-04-30,FT005,214.16,base
2020-05-01,FT002,806.25,base
2020-05-01,FT001,1085.22,base
2020-05-01,FT005,166.09,base
2020-05-01,FT004,300.29,base
2020-05-01,FT003,267.81,base
2020-05-02,FT001,1052.95,base
2020-05-02,FT002,793.37,base
2020-05-02,FT003,274.67,base
2020-05-02,FT004,315.67,base
2020-05-02,FT005,182.38,base
2020-05-03,FT004,327.36,base
2020-05-03,FT003,303.59000000000003,base
2020-05-03,FT005,212.63,base
2020-05-03,FT001,1143.97,base
2020-05-03,FT002,848.9200000000001,base
2020-05-04,FT004,344.87,base
2020-05-04,FT003,302.18,base
2020-05-04,FT005,230.68,base
2020-05-04,FT001,1105.96,base
2020-05-04,FT002,878.9200000000001,base
2020-05-05,FT001,1145.93,base
2020-05-05,FT002,854.5300000000001,base
2020-05-05,FT003,299.67,base
2020-05-05,FT004,336.78,base
2020-05-05,FT005,203.53,base
2020-05-06,FT005,182.09,base
2020-05-06,FT004,308.34,base
2020-05-06,FT003,285.97,base
2020-05-06,FT002,839.45,base
2020-05-06,FT001,1183.39,base
2020-05-07,FT005,200.97,base
2020-05-07,FT004,326.93,base
2020-05-07,FT001,1130.37,base
2020-05-07,FT002,837.01,base
2020-05-07,FT003,315.86,base
2020-05-08,FT004,308.82,base
2020-05-08,FT003,256.12,base
2020-05-08,FT005,200.86,base
2020-05-08,FT001,1070.69,base
2020-05-08,FT002,767.1400000000001,base
2020-05-09,FT001,1068.78,base
2020-05-09,FT002,754.77,base
2020-05-09,FT003,271.99,base
2020-05-09,FT004,304.13,base
2020-05-09,FT005,184.87,base
2020-05-10,FT004,341.17,base
2020-05-10,FT005,197.59,base
2020-05-10,FT003,273.01,base
2020-05-10,FT001,1126.64,base
2020-05-10,FT002,884.2,base
2020-05-11,FT005,207.29,base
2020-05-11,FT004,351.02,base
2020-05-11,FT003,278.04,base
2020-05-11,FT002,816.39,base
2020-05-11,FT001,1125.12,base
2020-05-12,FT001,1163.64,base
2020-05-12,FT002,866.1,base
2020-05-12,FT003,272.75,base
2020-05-12,FT004,327.79,base
2020-05-12,FT005,200.56,base
2020-05-13,FT002,864.79,base
2020-05-13,FT001,1150.46,base
2020-05-13,FT005,197.23,base
2020-05-13,FT004,319.53000000000003,base
2020-05-13,FT003,284.35,base
2020-05-14,FT001,1092.39,base
2020-05-14,FT002,880.06,base
2020-05-14,FT003,287.32,base
2020-05-14,FT004,318.61,base
2020-05-14,FT005,181.29,base
2020-05-15,FT001,1039.14,base
2020-05-15,FT002,773.54,base
2020-05-15,FT003,258.53,base
2020-05-15,FT004,314.86,base
2020-05-15,FT005,168.63,base
2020-05-16,FT002,791.24,base
2020-05-16,FT003,254.57,base
2020-05-16,FT001,1080.95,base
2020-05-16,FT005,187.64,base
2020-05-16,FT004,290.88,base
2020-05-17,FT001,1134.86,base
2020-05-17,FT002,818.56,base
2020-05-17,FT003,292.49,base
2020-05-17,FT004,333.75,base
2020-05-17,FT005,192.87,base
2020-05-18,FT004,327.52,base
2020-05-18,FT003,306.96000000000004,base
2020-05-18,FT005,211.27,base
2020-05-18,FT001,1231.99,base
2020-05-18,FT002,871.98,base
2020-05-19,FT005,209.61,base
2020-05-19,FT003,277.42,base
2020-05-19,FT004,319.77,base
2020-05-19,FT001,1176.98,base
2020-05-19,FT002,845.4100000000001,base
2020-05-20,FT001,1150.59,base
2020-05-20,FT002,848.76,base
2020-05-20,FT003,283.99,base
2020-05-20,FT004,320.24,base
2020-05-20,FT005,184.42,base
2020-05-21,FT004,329.56,base
2020-05-21,FT003,285.61,base
2020-05-21,FT005,193.51,base
2020-05-21,FT001,1113.23,base
2020-05-21,FT002,860.03,base
2020-05-22,FT005,195.5,base
2020-05-22,FT004,294.46000000000004,base
2020-05-22,FT001,1031.83,base
2020-05-22,FT002,782.8000000000001,base
2020-05-22,FT003,262.8,base
2020-05-23,FT004,309.43,base
2020-05-23,FT003,273.79,base
2020-05-23,FT005,196.84,base
2020-05-23,FT001,1050.66,base
2020-05-23,FT002,768.0,base
2020-05-24,FT004,231.61,base
2020-05-24,FT003,215.83,base
2020-05-24,FT005,156.53,base
2020-05-24,FT001,800.98,base
2020-05-24,FT002,616.38,base
2020-05-25,FT001,847.5600000000001,base
2020-05-25,FT002,635.64,base
2020-05-25,FT003,216.01,base
2020-05-25,FT004,265.56,base
2020-05-25,FT005,138.21,base
2020-05-26,FT005,148.02,base
2020-05-26,FT004,230.0,base
2020-05-26,FT003,213.88,base
2020-05-26,FT002,596.44,base
2020-05-26,FT001,806.34,base
2020-05-27,FT004,249.7,base
2020-05-27,FT003,223.23,base
2020-05-27,FT005,159.58,base
2020-05-27,FT001,837.23,base
2020-05-27,FT002,643.51,base
2020-05-28,FT002,599.64,base
2020-05-28,FT001,816.0,base
2020-05-28,FT004,223.94,base
2020-05-28,FT003,206.2,base
2020-05-28,FT005,148.47,base
2020-05-29,FT001,772.23,base
2020-05-29,FT002,572.65,base
2020-05-29,FT003,201.35,base
2020-05-29,FT004,228.49,base
2020-05-29,FT005,130.73,base
2020-05-30,FT004,218.71,base
2020-05-30,FT003,188.31,base
2020-05-30,FT005,129.15,base
2020-05-30,FT001,764.79,base
2020-05-30,FT002,567.25,base
2020-05-31,FT004,233.8,base
2020-05-31,FT003,209.63,base
2020-05-31,FT005,142.72,base
2020-05-31,FT001,850.99,base
2020-05-31,FT002,632.91,base
2020-06-01,FT005,133.47,base
2020-06-01,FT001,837.76,base
2020-06-01,FT002,619.03,base
2020-06-01,FT003,217.97,base
2020-06-01,FT004,238.46,base
2020-06-02,FT001,824.99,base
2020-06-02,FT002,590.33,base
2020-06-02,FT005,132.89,base
2020-06-02,FT004,245.49,base
2020-06-02,FT003,214.65,base
2020-06-03,FT001,839.67,base
2020-06-03,FT002,622.59,base
2020-06-03,FT003,196.31,base
2020-06-03,FT004,242.81,base
2020-06-03,FT005,146.94,base
2020-06-04,FT001,822.4300000000001,base
2020-06-04,FT002,633.56,base
2020-06-04,FT003,217.6,base
2020-06-04,FT004,231.16000000000005,base
2020-06-04,FT005,157.91,base
2020-06-05,FT002,553.9300000000001,base
2020-06-05,FT001,726.8199999999999,base
2020-06-05,FT003,187.18,base
2020-06-05,FT004,214.56,base
2020-06-05,FT005,136.88,base
2020-06-06,FT001,751.39,base
2020-06-06,FT002,563.16,base
2020-06-06,FT003,190.22,base
2020-06-06,FT004,214.79,base
2020-06-06,FT005,126.08,base
2020-06-07,FT001,838.33,base
2020-06-07,FT002,619.41,base
2020-06-07,FT003,221.65,base
2020-06-07,FT004,250.55,base
2020-06-07,FT005,143.85,base
2020-06-08,FT002,615.78,base
2020-06-08,FT001,819.56,base
2020-06-08,FT003,211.11,base
2020-06-08,FT005,143.11,base
2020-06-08,FT004,250.35,base
2020-06-09,FT001,793.17,base
2020-06-09,FT002,639.05,base
2020-06-09,FT003,200.51,base
2020-06-09,FT004,216.24,base
2020-06-09,FT005,138.18,base
