date,flour_type,recipe_id,allocation_pct,recipe_required_tons
2020-01-16,Brown,R3,1.0,27.729999999999997
2020-01-16,Patent,R2,0.7,34.104
2020-01-16,Patent,R5,0.3,14.616
2020-01-16,Superior,R1,0.6,62.74199999999999
2020-01-16,Superior,R2,0.4,41.828
2020-01-16,Superior Brown,R3,1.0,9.52
2020-01-17,Bakery,R2,0.5,36.87
2020-01-17,Bakery,R4,0.5,36.87
2020-01-17,Brown,R3,1.0,25.79
2020-01-17,Patent,R2,0.7,30.820999999999998
2020-01-17,Patent,R5,0.3,13.209
2020-01-17,Superior,R1,0.6,57.959999999999994
2020-01-17,Superior,R2,0.4,38.64
2020-01-17,Superior Brown,R3,1.0,9.59
2020-01-18,Bakery,R2,0.5,37.77
2020-01-18,Bakery,R4,0.5,37.77
2020-01-18,Brown,R3,1.0,23.93
2020-01-18,Patent,R2,0.7,33.173
2020-01-18,Patent,R5,0.3,14.217
2020-01-18,Superior,R1,0.6,60.096
2020-01-18,Superior,R2,0.4,40.064
2020-01-18,Superior Brown,R3,1.0,9.69
2020-01-19,Bakery,R2,0.5,43.42
2020-01-19,Bakery,R4,0.5,43.42
2020-01-19,Brown,R3,1.0,29.61
2020-01-19,Patent,R2,0.7,34.474999999999994
2020-01-19,Patent,R5,0.3,14.774999999999999
2020-01-19,Superior,R1,0.6,67.128
2020-01-19,Superior,R2,0.4,44.752
2020-01-19,Superior Brown,R3,1.0,11.47
2020-01-20,Bakery,R2,0.5,42.96
2020-01-20,Bakery,R4,0.5,42.96
2020-01-20,Brown,R3,1.0,31.27
2020-01-20,Patent,R2,0.7,33.43899999999999
2020-01-20,Patent,R5,0.3,14.330999999999998
2020-01-20,Superior,R1,0.6,62.855999999999995
2020-01-20,Superior,R2,0.4,41.903999999999996
2020-01-20,Superior Brown,R3,1.0,10.24
2020-01-21,Bakery,R2,0.5,42.35
2020-01-21,Bakery,R4,0.5,42.35
2020-01-21,Brown,R3,1.0,27.65
2020-01-21,Patent,R2,0.7,36.18299999999999
2020-01-21,Patent,R5,0.3,15.506999999999998
2020-01-21,Superior,R1,0.6,64.45199999999998
2020-01-21,Superior,R2,0.4,42.967999999999996
2020-01-21,Superior Brown,R3,1.0,10.65
2020-01-22,Bakery,R2,0.5,41.065000000000005
2020-01-22,Bakery,R4,0.5,41.065000000000005
2020-01-22,Brown,R3,1.0,30.509999999999998
2020-01-22,Patent,R2,0.7,35.007
2020-01-22,Patent,R5,0.3,15.003
2020-01-22,Superior,R1,0.6,65.574
2020-01-22,Superior,R2,0.4,43.716
2020-01-22,Superior Brown,R3,1.0,10.59
2020-01-23,Bakery,R2,0.5,42.375
2020-01-23,Bakery,R4,0.5,42.375
2020-01-23,Brown,R3,1.0,29.57
2020-01-23,Patent,R2,0.7,33.068
2020-01-23,Patent,R5,0.3,14.171999999999999
2020-01-23,Superior,R1,0.6,63.92999999999999
2020-01-23,Superior,R2,0.4,42.620000000000005
2020-01-23,Superior Brown,R3,1.0,10.26
2020-01-24,Bakery,R2,0.5,38.305
2020-01-24,Bakery,R4,0.5,38.305
2020-01-24,Brown,R3,1.0,27.42
2020-01-24,Patent,R2,0.7,31.135999999999996
2020-01-24,Patent,R5,0.3,13.344
2020-01-24,Superior,R1,0.6,62.099999999999994
2020-01-24,Superior,R2,0.4,41.400000000000006
2020-01-24,Superior Brown,R3,1.0,7.68
2020-01-25,Bakery,R2,0.5,36.629999999999995
2020-01-25,Bakery,R4,0.5,36.629999999999995
2020-01-25,Brown,R3,1.0,24.88
2020-01-25,Patent,R2,0.7,34.334999999999994
2020-01-25,Patent,R5,0.3,14.714999999999998
2020-01-25,Superior,R1,0.6,55.404
2020-01-25,Superior,R2,0.4,36.936
2020-01-25,Superior Brown,R3,1.0,8.41
2020-01-26,Bakery,R2,0.5,41.775
2020-01-26,Bakery,R4,0.5,41.775
2020-01-26,Brown,R3,1.0,26.7
2020-01-26,Patent,R2,0.7,32.298
2020-01-26,Patent,R5,0.3,13.842
2020-01-26,Superior,R1,0.6,70.698
2020-01-26,Superior,R2,0.4,47.132000000000005
2020-01-26,Superior Brown,R3,1.0,11.57
2020-01-27,Bakery,R2,0.5,42.665
2020-01-27,Bakery,R4,0.5,42.665
2020-01-27,Brown,R3,1.0,27.53
2020-01-27,Patent,R2,0.7,32.038999999999994
2020-01-27,Patent,R5,0.3,13.730999999999998
2020-01-27,Superior,R1,0.6,66.88199999999999
2020-01-27,Superior,R2,0.4,44.588
2020-01-27,Superior Brown,R3,1.0,10.29
2020-01-28,Bakery,R2,0.5,43.2
2020-01-28,Bakery,R4,0.5,43.2
2020-01-28,Brown,R3,1.0,26.03
2020-01-28,Patent,R2,0.7,32.928
2020-01-28,Patent,R5,0.3,14.112
2020-01-28,Superior,R1,0.6,66.012
2020-01-28,Superior,R2,0.4,44.008
2020-01-28,Superior Brown,R3,1.0,10.34
2020-01-29,Bakery,R2,0.5,40.185
2020-01-29,Bakery,R4,0.5,40.185
2020-01-29,Brown,R3,1.0,27.46
2020-01-29,Patent,R2,0.7,37.177
2020-01-29,Patent,R5,0.3,15.933
2020-01-29,Superior,R1,0.6,66.92399999999999
2020-01-29,Superior,R2,0.4,44.616
2020-01-29,Superior Brown,R3,1.0,11.29
2020-01-30,Bakery,R2,0.5,41.53
2020-01-30,Bakery,R4,0.5,41.53
2020-01-30,Brown,R3,1.0,28.36
2020-01-30,Patent,R2,0.7,31.569999999999993
2020-01-30,Patent,R5,0.3,13.529999999999998
2020-01-30,Superior,R1,0.6,67.66199999999999
2020-01-30,Superior,R2,0.4,45.108000000000004
2020-01-30,Superior Brown,R3,1.0,11.83
2020-01-31,Bakery,R2,0.5,38.675
2020-01-31,Bakery,R4,0.5,38.675
2020-01-31,Brown,R3,1.0,24.46
2020-01-31,Patent,R2,0.7,30.582999999999995
2020-01-31,Patent,R5,0.3,13.107
2020-01-31,Superior,R1,0.6,62.55
2020-01-31,Superior,R2,0.4,41.7
2020-01-31,Superior Brown,R3,1.0,9.29
2020-02-01,Bakery,R2,0.5,38.364999999999995
2020-02-01,Bakery,R4,0.5,38.364999999999995
2020-02-01,Brown,R3,1.0,26.77
2020-02-01,Patent,R2,0.7,33.635
2020-02-01,Patent,R5,0.3,14.415
2020-02-01,Superior,R1,0.6,61.554
2020-02-01,Superior,R2,0.4,41.036
2020-02-01,Superior Brown,R3,1.0,9.17
2020-02-02,Bakery,R2,0.5,42.795
2020-02-02,Bakery,R4,0.5,42.795
2020-02-02,Brown,R3,1.0,29.54
2020-02-02,Patent,R2,0.7,35.833
2020-02-02,Patent,R5,0.3,15.357
2020-02-02,Superior,R1,0.6,69.414
2020-02-02,Superior,R2,0.4,46.276
2020-02-02,Superior Brown,R3,1.0,11.22
2020-02-03,Bakery,R2,0.5,45.61
2020-02-03,Bakery,R4,0.5,45.61
2020-02-03,Brown,R3,1.0,30.400000000000002
2020-02-03,Patent,R2,0.7,33.11
2020-02-03,Patent,R5,0.3,14.19
2020-02-03,Superior,R1,0.6,64.902
2020-02-03,Superior,R2,0.4,43.268
2020-02-03,Superior Brown,R3,1.0,11.43
2020-02-04,Bakery,R2,0.5,42.665
2020-02-04,Bakery,R4,0.5,42.665
2020-02-04,Brown,R3,1.0,30.21
2020-02-04,Patent,R2,0.7,34.79699999999999
2020-02-04,Patent,R5,0.3,14.912999999999997
2020-02-04,Superior,R1,0.6,65.304
2020-02-04,Superior,R2,0.4,43.536
2020-02-04,Superior Brown,R3,1.0,11.33
2020-02-05,Bakery,R2,0.5,43.230000000000004
2020-02-05,Bakery,R4,0.5,43.230000000000004
2020-02-05,Brown,R3,1.0,28.1
2020-02-05,Patent,R2,0.7,36.840999999999994
2020-02-05,Patent,R5,0.3,15.788999999999998
2020-02-05,Superior,R1,0.6,65.232
2020-02-05,Superior,R2,0.4,43.488
2020-02-05,Superior Brown,R3,1.0,10.07
2020-02-06,Bakery,R2,0.5,40.985
2020-02-06,Bakery,R4,0.5,40.985
2020-02-06,Brown,R3,1.0,29.34
2020-02-06,Patent,R2,0.7,37.617999999999995
2020-02-06,Patent,R5,0.3,16.121999999999996
2020-02-06,Superior,R1,0.6,68.42999999999999
2020-02-06,Superior,R2,0.4,45.620000000000005
2020-02-06,Superior Brown,R3,1.0,10.87
2020-02-07,Bakery,R2,0.5,40.3
2020-02-07,Bakery,R4,0.5,40.3
2020-02-07,Brown,R3,1.0,27.1
2020-02-07,Patent,R2,0.7,32.368
2020-02-07,Patent,R5,0.3,13.872
2020-02-07,Superior,R1,0.6,59.79599999999999
2020-02-07,Superior,R2,0.4,39.864000000000004
2020-02-07,Superior Brown,R3,1.0,9.32
2020-02-08,Bakery,R2,0.5,39.54
2020-02-08,Bakery,R4,0.5,39.54
2020-02-08,Brown,R3,1.0,28.189999999999998
2020-02-08,Patent,R2,0.7,31.611999999999995
2020-02-08,Patent,R5,0.3,13.547999999999998
2020-02-08,Superior,R1,0.6,60.227999999999994
2020-02-08,Superior,R2,0.4,40.152
2020-02-08,Superior Brown,R3,1.0,11.06
2020-02-09,Bakery,R2,0.5,46.254999999999995
2020-02-09,Bakery,R4,0.5,46.254999999999995
2020-02-09,Brown,R3,1.0,30.66
2020-02-09,Patent,R2,0.7,37.352
2020-02-09,Patent,R5,0.3,16.008
2020-02-09,Superior,R1,0.6,65.148
2020-02-09,Superior,R2,0.4,43.432
2020-02-09,Superior Brown,R3,1.0,9.41
2020-02-10,Bakery,R2,0.5,47.4
2020-02-10,Bakery,R4,0.5,47.4
2020-02-10,Brown,R3,1.0,31.39
2020-02-10,Patent,R2,0.7,32.41
2020-02-10,Patent,R5,0.3,13.889999999999999
2020-02-10,Superior,R1,0.6,62.25
2020-02-10,Superior,R2,0.4,41.5
2020-02-10,Superior Brown,R3,1.0,10.64
2020-02-11,Bakery,R2,0.5,45.53
2020-02-11,Bakery,R4,0.5,45.53
2020-02-11,Brown,R3,1.0,29.13
2020-02-11,Patent,R2,0.7,38.346
2020-02-11,Patent,R5,0.3,16.434
2020-02-11,Superior,R1,0.6,67.38
2020-02-11,Superior,R2,0.4,44.92
2020-02-11,Superior Brown,R3,1.0,10.8
2020-02-12,Bakery,R2,0.5,42.22
2020-02-12,Bakery,R4,0.5,42.22
2020-02-12,Brown,R3,1.0,28.71
2020-02-12,Patent,R2,0.7,34.43299999999999
2020-02-12,Patent,R5,0.3,14.756999999999998
2020-02-12,Superior,R1,0.6,67.29599999999999
2020-02-12,Superior,R2,0.4,44.864000000000004
2020-02-12,Superior Brown,R3,1.0,10.61
2020-02-13,Bakery,R2,0.5,41.705
2020-02-13,Bakery,R4,0.5,41.705
2020-02-13,Brown,R3,1.0,27.52
2020-02-13,Patent,R2,0.7,35.665
2020-02-13,Patent,R5,0.3,15.285
2020-02-13,Superior,R1,0.6,66.282
2020-02-13,Superior,R2,0.4,44.188
2020-02-13,Superior Brown,R3,1.0,10.02
2020-02-14,Bakery,R2,0.5,40.26
2020-02-14,Bakery,R4,0.5,40.26
2020-02-14,Brown,R3,1.0,25.54
2020-02-14,Patent,R2,0.7,33.838
2020-02-14,Patent,R5,0.3,14.502
2020-02-14,Superior,R1,0.6,59.117999999999995
2020-02-14,Superior,R2,0.4,39.412000000000006
2020-02-14,Superior Brown,R3,1.0,9.64
2020-02-15,Bakery,R2,0.5,43.06
2020-02-15,Bakery,R4,0.5,43.06
2020-02-15,Brown,R3,1.0,24.47
2020-02-15,Patent,R2,0.7,32.536
2020-02-15,Patent,R5,0.3,13.944
2020-02-15,Superior,R1,0.6,60.94799999999999
2020-02-15,Superior,R2,0.4,40.632000000000005
2020-02-15,Superior Brown,R3,1.0,10.84
2020-02-16,Bakery,R2,0.5,44.46
2020-02-16,Bakery,R4,0.5,44.46
2020-02-16,Brown,R3,1.0,30.32
2020-02-16,Patent,R2,0.7,37.82799999999999
2020-02-16,Patent,R5,0.3,16.211999999999996
2020-02-16,Superior,R1,0.6,66.636
2020-02-16,Superior,R2,0.4,44.42400000000001
2020-02-16,Superior Brown,R3,1.0,10.55
2020-02-17,Bakery,R2,0.5,45.04
2020-02-17,Bakery,R4,0.5,45.04
2020-02-17,Brown,R3,1.0,29.5
2020-02-17,Patent,R2,0.7,32.277
2020-02-17,Patent,R5,0.3,13.833
2020-02-17,Superior,R1,0.6,73.188
2020-02-17,Superior,R2,0.4,48.792
2020-02-17,Superior Brown,R3,1.0,10.49
2020-02-18,Bakery,R2,0.5,46.68
2020-02-18,Bakery,R4,0.5,46.68
2020-02-18,Brown,R3,1.0,28.34
2020-02-18,Patent,R2,0.7,36.946
2020-02-18,Patent,R5,0.3,15.834
2020-02-18,Superior,R1,0.6,66.696
2020-02-18,Superior,R2,0.4,44.464
2020-02-18,Superior Brown,R3,1.0,12.7
2020-02-19,Bakery,R2,0.5,48.33
2020-02-19,Bakery,R4,0.5,48.33
2020-02-19,Brown,R3,1.0,31.65
2020-02-19,Patent,R2,0.7,36.379
2020-02-19,Patent,R5,0.3,15.591
2020-02-19,Superior,R1,0.6,70.64399999999999
2020-02-19,Superior,R2,0.4,47.096000000000004
2020-02-19,Superior Brown,R3,1.0,11.31
2020-02-20,Bakery,R2,0.5,46.4
2020-02-20,Bakery,R4,0.5,46.4
2020-02-20,Brown,R3,1.0,30.56
2020-02-20,Patent,R2,0.7,35.406
2020-02-20,Patent,R5,0.3,15.174
2020-02-20,Superior,R1,0.6,67.29599999999999
2020-02-20,Superior,R2,0.4,44.864000000000004
2020-02-20,Superior Brown,R3,1.0,10.8
2020-02-21,Bakery,R2,0.5,38.045
2020-02-21,Bakery,R4,0.5,38.045
2020-02-21,Brown,R3,1.0,27.369999999999997
2020-02-21,Patent,R2,0.7,30.492
2020-02-21,Patent,R5,0.3,13.068
2020-02-21,Superior,R1,0.6,65.022
2020-02-21,Superior,R2,0.4,43.348000000000006
2020-02-21,Superior Brown,R3,1.0,8.46
2020-02-22,Bakery,R2,0.5,37.17
2020-02-22,Bakery,R4,0.5,37.17
2020-02-22,Brown,R3,1.0,26.740000000000002
2020-02-22,Patent,R2,0.7,30.275
2020-02-22,Patent,R5,0.3,12.975
2020-02-22,Superior,R1,0.6,60.239999999999995
2020-02-22,Superior,R2,0.4,40.16
2020-02-22,Superior Brown,R3,1.0,10.86
2020-02-23,Bakery,R2,0.5,46.005
2020-02-23,Bakery,R4,0.5,46.005
2020-02-23,Brown,R3,1.0,29.32
2020-02-23,Patent,R2,0.7,35.238
2020-02-23,Patent,R5,0.3,15.102
2020-02-23,Superior,R1,0.6,70.134
2020-02-23,Superior,R2,0.4,46.756
2020-02-23,Superior Brown,R3,1.0,12.09
2020-02-24,Bakery,R2,0.5,45.68
2020-02-24,Bakery,R4,0.5,45.68
2020-02-24,Brown,R3,1.0,28.52
2020-02-24,Patent,R2,0.7,35.538999999999994
2020-02-24,Patent,R5,0.3,15.230999999999998
2020-02-24,Superior,R1,0.6,68.42399999999999
2020-02-24,Superior,R2,0.4,45.616
2020-02-24,Superior Brown,R3,1.0,10.38
2020-02-25,Bakery,R2,0.5,45.15
2020-02-25,Bakery,R4,0.5,45.15
2020-02-25,Brown,R3,1.0,31.520000000000003
2020-02-25,Patent,R2,0.7,33.144999999999996
2020-02-25,Patent,R5,0.3,14.205
2020-02-25,Superior,R1,0.6,71.652
2020-02-25,Superior,R2,0.4,47.768
2020-02-25,Superior Brown,R3,1.0,10.42
2020-02-26,Bakery,R2,0.5,43.82
2020-02-26,Bakery,R4,0.5,43.82
2020-02-26,Brown,R3,1.0,32.010000000000005
2020-02-26,Patent,R2,0.7,36.484
2020-02-26,Patent,R5,0.3,15.636000000000001
2020-02-26,Superior,R1,0.6,69.804
2020-02-26,Superior,R2,0.4,46.536
2020-02-26,Superior Brown,R3,1.0,10.6
2020-02-27,Bakery,R2,0.5,46.05
2020-02-27,Bakery,R4,0.5,46.05
2020-02-27,Brown,R3,1.0,26.85
2020-02-27,Patent,R2,0.7,37.8
2020-02-27,Patent,R5,0.3,16.2
2020-02-27,Superior,R1,0.6,70.308
2020-02-27,Superior,R2,0.4,46.87200000000001
2020-02-27,Superior Brown,R3,1.0,11.87
2020-02-28,Bakery,R2,0.5,41.365
2020-02-28,Bakery,R4,0.5,41.365
2020-02-28,Brown,R3,1.0,25.91
2020-02-28,Patent,R2,0.7,37.071999999999996
2020-02-28,Patent,R5,0.3,15.888
2020-02-28,Superior,R1,0.6,63.833999999999996
2020-02-28,Superior,R2,0.4,42.556000000000004
2020-02-28,Superior Brown,R3,1.0,11.19
2020-02-29,Bakery,R2,0.5,42.34
2020-02-29,Bakery,R4,0.5,42.34
2020-02-29,Brown,R3,1.0,27.71
2020-02-29,Patent,R2,0.7,36.18299999999999
2020-02-29,Patent,R5,0.3,15.506999999999998
2020-02-29,Superior,R1,0.6,64.92
2020-02-29,Superior,R2,0.4,43.28
2020-02-29,Superior Brown,R3,1.0,9.57
2020-03-01,Bakery,R2,0.5,46.69
2020-03-01,Bakery,R4,0.5,46.69
2020-03-01,Brown,R3,1.0,31.3
2020-03-01,Patent,R2,0.7,39.375
2020-03-01,Patent,R5,0.3,16.875
2020-03-01,Superior,R1,0.6,71.42399999999999
2020-03-01,Superior,R2,0.4,47.616
2020-03-01,Superior Brown,R3,1.0,11.97
2020-03-02,Bakery,R2,0.5,45.625
2020-03-02,Bakery,R4,0.5,45.625
2020-03-02,Brown,R3,1.0,32.05
2020-03-02,Patent,R2,0.7,35.882
2020-03-02,Patent,R5,0.3,15.378
2020-03-02,Superior,R1,0.6,69.91199999999999
2020-03-02,Superior,R2,0.4,46.608000000000004
2020-03-02,Superior Brown,R3,1.0,12.66
2020-03-03,Bakery,R2,0.5,47.445
2020-03-03,Bakery,R4,0.5,47.445
2020-03-03,Brown,R3,1.0,27.240000000000002
2020-03-03,Patent,R2,0.7,39.242
2020-03-03,Patent,R5,0.3,16.818
2020-03-03,Superior,R1,0.6,71.67599999999999
2020-03-03,Superior,R2,0.4,47.784
2020-03-03,Superior Brown,R3,1.0,10.86
2020-03-04,Bakery,R2,0.5,44.945
2020-03-04,Bakery,R4,0.5,44.945
2020-03-04,Brown,R3,1.0,29.94
2020-03-04,Patent,R2,0.7,37.156
2020-03-04,Patent,R5,0.3,15.924
2020-03-04,Superior,R1,0.6,65.634
2020-03-04,Superior,R2,0.4,43.756
2020-03-04,Superior Brown,R3,1.0,10.49
2020-03-05,Bakery,R2,0.5,44.925
2020-03-05,Bakery,R4,0.5,44.925
2020-03-05,Brown,R3,1.0,33.0
2020-03-05,Patent,R2,0.7,36.239
2020-03-05,Patent,R5,0.3,15.530999999999999
2020-03-05,Superior,R1,0.6,67.884
2020-03-05,Superior,R2,0.4,45.256
2020-03-05,Superior Brown,R3,1.0,12.09
2020-03-06,Bakery,R2,0.5,38.605000000000004
2020-03-06,Bakery,R4,0.5,38.605000000000004
2020-03-06,Brown,R3,1.0,28.4
2020-03-06,Patent,R2,0.7,31.794
2020-03-06,Patent,R5,0.3,13.626
2020-03-06,Superior,R1,0.6,66.156
2020-03-06,Superior,R2,0.4,44.104000000000006
2020-03-06,Superior Brown,R3,1.0,10.56
2020-03-07,Bakery,R2,0.5,43.585
2020-03-07,Bakery,R4,0.5,43.585
2020-03-07,Brown,R3,1.0,28.34
2020-03-07,Patent,R2,0.7,33.299
2020-03-07,Patent,R5,0.3,14.270999999999999
2020-03-07,Superior,R1,0.6,68.30999999999999
2020-03-07,Superior,R2,0.4,45.54
2020-03-07,Superior Brown,R3,1.0,10.73
2020-03-08,Bakery,R2,0.5,42.22
2020-03-08,Bakery,R4,0.5,42.22
2020-03-08,Brown,R3,1.0,34.32
2020-03-08,Patent,R2,0.7,35.532
2020-03-08,Patent,R5,0.3,15.227999999999998
2020-03-08,Superior,R1,0.6,68.004
2020-03-08,Superior,R2,0.4,45.336000000000006
2020-03-08,Superior Brown,R3,1.0,12.97
2020-03-09,Bakery,R2,0.5,43.785
2020-03-09,Bakery,R4,0.5,43.785
2020-03-09,Brown,R3,1.0,29.02
2020-03-09,Patent,R2,0.7,37.24
2020-03-09,Patent,R5,0.3,15.96
2020-03-09,Superior,R1,0.6,73.02
2020-03-09,Superior,R2,0.4,48.68000000000001
2020-03-09,Superior Brown,R3,1.0,12.45
2020-03-10,Bakery,R2,0.5,46.89
2020-03-10,Bakery,R4,0.5,46.89
2020-03-10,Brown,R3,1.0,35.14
2020-03-10,Patent,R2,0.7,40.88699999999999
2020-03-10,Patent,R5,0.3,17.523
2020-03-10,Superior,R1,0.6,73.056
2020-03-10,Superior,R2,0.4,48.704
2020-03-10,Superior Brown,R3,1.0,10.27
2020-03-11,Bakery,R2,0.5,48.8
2020-03-11,Bakery,R4,0.5,48.8
2020-03-11,Brown,R3,1.0,31.560000000000002
2020-03-11,Patent,R2,0.7,38.730999999999995
2020-03-11,Patent,R5,0.3,16.599
2020-03-11,Superior,R1,0.6,80.064
2020-03-11,Superior,R2,0.4,53.376000000000005
2020-03-11,Superior Brown,R3,1.0,12.46
2020-03-12,Bakery,R2,0.5,47.5
2020-03-12,Bakery,R4,0.5,47.5
2020-03-12,Brown,R3,1.0,31.05
2020-03-12,Patent,R2,0.7,35.434
2020-03-12,Patent,R5,0.3,15.185999999999998
2020-03-12,Superior,R1,0.6,77.712
2020-03-12,Superior,R2,0.4,51.80800000000001
2020-03-12,Superior Brown,R3,1.0,10.92
2020-03-13,Bakery,R2,0.5,41.2
2020-03-13,Bakery,R4,0.5,41.2
2020-03-13,Brown,R3,1.0,27.81
2020-03-13,Patent,R2,0.7,34.397999999999996
2020-03-13,Patent,R5,0.3,14.741999999999999
2020-03-13,Superior,R1,0.6,59.808
2020-03-13,Superior,R2,0.4,39.87200000000001
2020-03-13,Superior Brown,R3,1.0,12.06
2020-03-14,Bakery,R2,0.5,41.22
2020-03-14,Bakery,R4,0.5,41.22
2020-03-14,Brown,R3,1.0,29.22
2020-03-14,Patent,R2,0.7,31.038
2020-03-14,Patent,R5,0.3,13.302000000000001
